points,value,error
1044, 0.5211, -0.0024
1045, 0.5167, -0.0068
1046, 0.5115, -0.0120
1047, 0.5415, 0.0180
1048, 0.5401, 0.0166
1049, 0.5195, -0.0040
1050, 0.4933, -0.0302
1051, 0.5243, 0.0008
1052, 0.5124, -0.0111
1053, 0.5195, -0.0040
1054, 0.5342, 0.0107
1055, 0.5336, 0.0101
1056, 0.5246, 0.0011
1057, 0.5194, -0.0041
1058, 0.5227, -0.0008
1059, 0.5071, -0.0164
1060, 0.5057, -0.0178
1061, 0.4939, -0.0296
1062, 0.5292, 0.0057
1063, 0.5503, 0.0268
1064, 0.5047, -0.0188
1065, 0.5371, 0.0136
1066, 0.5178, -0.0057
1067, 0.4977, -0.0258
1068, 0.5356, 0.0121
1069, 0.5332, 0.0097
1070, 0.5598, 0.0363
1071, 0.5285, 0.0050
1072, 0.5317, 0.0082
1073, 0.5415, 0.0180
1074, 0.5484, 0.0249
1075, 0.5070, -0.0165
1076, 0.5084, -0.0151
1077, 0.5200, -0.0035
1078, 0.5390, 0.0155
1079, 0.5533, 0.0298
1080, 0.5352, 0.0117
1081, 0.5208, -0.0027
1082, 0.4963, -0.0272
1083, 0.5143, -0.0092
1084, 0.5268, 0.0033
1085, 0.5134, -0.0101
1086, 0.5608, 0.0373
1087, 0.4903, -0.0332
1088, 0.5193, -0.0042
1089, 0.5271, 0.0036
1090, 0.5138, -0.0097
1091, 0.5188, -0.0047
1092, 0.5559, 0.0324
1093, 0.5261, 0.0026
1094, 0.4936, -0.0299
1095, 0.5416, 0.0181
1096, 0.5520, 0.0285
1097, 0.5223, -0.0012
1098, 0.5337, 0.0102
1099, 0.5278, 0.0043
1100, 0.5073, -0.0162
1101, 0.4941, -0.0294
1102, 0.5181, -0.0054
1103, 0.5331, 0.0096
1104, 0.5190, -0.0045
1105, 0.5249, 0.0014
1106, 0.5145, -0.0090
1107, 0.5474, 0.0239
1108, 0.5370, 0.0135
1109, 0.5338, 0.0103
1110, 0.5243, 0.0008
1111, 0.5293, 0.0058
1112, 0.5531, 0.0296
1113, 0.5454, 0.0219
1114, 0.5063, -0.0172
1115, 0.5381, 0.0146
1116, 0.5125, -0.0110
1117, 0.5013, -0.0222
1118, 0.5403, 0.0168
1119, 0.5130, -0.0105
1120, 0.5464, 0.0229
1121, 0.5183, -0.0052
1122, 0.5365, 0.0130
1123, 0.5343, 0.0108
1124, 0.5302, 0.0067
1125, 0.5200, -0.0035
1126, 0.5213, -0.0022
1127, 0.5457, 0.0222
1128, 0.5293, 0.0058
1129, 0.5306, 0.0071
1130, 0.4956, -0.0279
1131, 0.5181, -0.0054
1132, 0.5177, -0.0058
1133, 0.5410, 0.0175
1134, 0.5123, -0.0112
1135, 0.5207, -0.0028
1136, 0.5361, 0.0126
1137, 0.5013, -0.0222
1138, 0.5246, 0.0011
1139, 0.5680, 0.0445
1140, 0.5421, 0.0186
1141, 0.4838, -0.0397
1142, 0.5377, 0.0142
1143, 0.5197, -0.0038
1144, 0.5376, 0.0141
1145, 0.5179, -0.0056
1146, 0.5140, -0.0095
1147, 0.5205, -0.0030
1148, 0.5322, 0.0087
1149, 0.5352, 0.0117
1150, 0.5052, -0.0183
1151, 0.5056, -0.0179
1152, 0.5373, 0.0138
1153, 0.5230, -0.0005
1154, 0.5269, 0.0034
1155, 0.5091, -0.0144
1156, 0.5242, 0.0007
1157, 0.5298, 0.0063
1158, 0.5017, -0.0218
1159, 0.5177, -0.0058
1160, 0.5129, -0.0106
1161, 0.5332, 0.0097
1162, 0.5413, 0.0178
1163, 0.5202, -0.0033
1164, 0.5292, 0.0057
1165, 0.5185, -0.0050
1166, 0.5120, -0.0115
1167, 0.5304, 0.0069
1168, 0.5188, -0.0047
1169, 0.5201, -0.0034
1170, 0.5598, 0.0363
1171, 0.5559, 0.0324
1172, 0.5265, 0.0030
1173, 0.5234, -0.0001
1174, 0.5128, -0.0107
1175, 0.5140, -0.0095
1176, 0.5017, -0.0218
1177, 0.5004, -0.0231
1178, 0.5272, 0.0037
1179, 0.5327, 0.0092
1180, 0.5432, 0.0197
1181, 0.5267, 0.0032
1182, 0.5102, -0.0133
1183, 0.5317, 0.0082
1184, 0.5245, 0.0010
1185, 0.5333, 0.0098
1186, 0.4975, -0.0260
1187, 0.5240, 0.0005
1188, 0.5067, -0.0168
1189, 0.5332, 0.0097
1190, 0.5084, -0.0151
1191, 0.5097, -0.0138
1192, 0.5252, 0.0017
1193, 0.5264, 0.0029
1194, 0.5101, -0.0134
1195, 0.5314, 0.0079
1196, 0.5251, 0.0016
1197, 0.5330, 0.0095
1198, 0.5083, -0.0152
1199, 0.5430, 0.0195
1200, 0.5142, -0.0093
1201, 0.5237, 0.0002
1202, 0.5075, -0.0160
1203, 0.5054, -0.0181
1204, 0.5174, -0.0061
1205, 0.5361, 0.0126
1206, 0.5340, 0.0105
1207, 0.5128, -0.0107
1208, 0.5273, 0.0038
1209, 0.5161, -0.0074
1210, 0.4893, -0.0342
1211, 0.5136, -0.0099
1212, 0.5503, 0.0268
1213, 0.5293, 0.0058
1214, 0.5313, 0.0078
1215, 0.5226, -0.0009
1216, 0.5247, 0.0012
1217, 0.5357, 0.0122
1218, 0.5312, 0.0077
1219, 0.5037, -0.0198
1220, 0.5172, -0.0063
1221, 0.5266, 0.0031
1222, 0.5016, -0.0219
1223, 0.5110, -0.0125
1224, 0.5172, -0.0063
1225, 0.5200, -0.0035
1226, 0.4992, -0.0243
1227, 0.5477, 0.0242
1228, 0.5489, 0.0254
1229, 0.5240, 0.0005
1230, 0.5179, -0.0056
1231, 0.5410, 0.0175
1232, 0.5268, 0.0033
1233, 0.5101, -0.0134
1234, 0.5186, -0.0049
1235, 0.5117, -0.0118
1236, 0.5000, -0.0235
1237, 0.5368, 0.0133
1238, 0.5057, -0.0178
1239, 0.5424, 0.0189
1240, 0.5242, 0.0007
1241, 0.5512, 0.0277
1242, 0.5185, -0.0050
1243, 0.5117, -0.0118
1244, 0.5072, -0.0163
1245, 0.5365, 0.0130
1246, 0.5136, -0.0099
1247, 0.5285, 0.0050
1248, 0.5168, -0.0067
1249, 0.4940, -0.0295
1250, 0.5272, 0.0037
1251, 0.5268, 0.0033
1252, 0.5184, -0.0051
1253, 0.4932, -0.0303
1254, 0.5136, -0.0099
1255, 0.5402, 0.0167
1256, 0.5342, 0.0107
1257, 0.4956, -0.0279
1258, 0.5278, 0.0043
1259, 0.5250, 0.0015
1260, 0.5310, 0.0075
1261, 0.5400, 0.0165
1262, 0.5341, 0.0106
1263, 0.5202, -0.0033
1264, 0.5372, 0.0137
1265, 0.5257, 0.0022
1266, 0.5055, -0.0180
1267, 0.5296, 0.0061
1268, 0.5166, -0.0069
1269, 0.5185, -0.0050
1270, 0.5181, -0.0054
1271, 0.5193, -0.0042
1272, 0.5157, -0.0078
1273, 0.5192, -0.0043
1274, 0.5078, -0.0157
1275, 0.5318, 0.0083
1276, 0.5110, -0.0125
1277, 0.5239, 0.0004
1278, 0.5290, 0.0055
1279, 0.5199, -0.0036
1280, 0.4969, -0.0266
1281, 0.5402, 0.0167
1282, 0.5328, 0.0093
1283, 0.5347, 0.0112
1284, 0.5491, 0.0256
1285, 0.5043, -0.0192
1286, 0.5062, -0.0173
1287, 0.5237, 0.0002
1288, 0.5186, -0.0049
1289, 0.5291, 0.0056
1290, 0.5233, -0.0002
1291, 0.5360, 0.0125
1292, 0.4899, -0.0336
1293, 0.5437, 0.0202
1294, 0.5247, 0.0012
1295, 0.5251, 0.0016
1296, 0.5270, 0.0035
1297, 0.5289, 0.0054
1298, 0.5293, 0.0058
1299, 0.5350, 0.0115
1300, 0.4769, -0.0466
1301, 0.5327, 0.0092
1302, 0.5223, -0.0012
1303, 0.5372, 0.0137
1304, 0.5077, -0.0158
1305, 0.5272, 0.0037
1306, 0.5191, -0.0044
1307, 0.5333, 0.0098
1308, 0.5076, -0.0159
1309, 0.5340, 0.0105
1310, 0.5290, 0.0055
1311, 0.4920, -0.0315
1312, 0.5312, 0.0078
1313, 0.5659, 0.0424
1314, 0.5335, 0.0100
1315, 0.5354, 0.0119
1316, 0.5099, -0.0136
1317, 0.5383, 0.0148
1318, 0.5190, -0.0045
1319, 0.5224, -0.0011
1320, 0.5144, -0.0091
1321, 0.5337, 0.0102
1322, 0.5507, 0.0272
1323, 0.5125, -0.0110
1324, 0.5347, 0.0112
1325, 0.5125, -0.0110
1326, 0.5460, 0.0225
1327, 0.5177, -0.0058
1328, 0.5354, 0.0119
1329, 0.5312, 0.0077
1330, 0.5203, -0.0032
1331, 0.5447, 0.0212
1332, 0.5180, -0.0055
1333, 0.5334, 0.0099
1334, 0.5127, -0.0108
1335, 0.5124, -0.0111
1336, 0.5254, 0.0019
1337, 0.5273, 0.0038
1338, 0.5187, -0.0048
1339, 0.5228, -0.0007
1340, 0.5090, -0.0145
1341, 0.5459, 0.0224
1342, 0.5484, 0.0249
1343, 0.5287, 0.0052
1344, 0.5327, 0.0092
1345, 0.5093, -0.0142
1346, 0.5208, -0.0027
1347, 0.5182, -0.0053
1348, 0.5438, 0.0203
1349, 0.5345, 0.0110
1350, 0.5052, -0.0183
1351, 0.5285, 0.0050
1352, 0.5214, -0.0021
1353, 0.5270, 0.0035
1354, 0.5325, 0.0090
1355, 0.5033, -0.0202
1356, 0.5671, 0.0436
1357, 0.5438, 0.0203
1358, 0.5184, -0.0051
1359, 0.5166, -0.0069
1360, 0.5390, 0.0155
1361, 0.5195, -0.0040
1362, 0.5088, -0.0147
1363, 0.5070, -0.0165
1364, 0.5213, -0.0022
1365, 0.5179, -0.0056
1366, 0.5037, -0.0198
1367, 0.5318, 0.0083
1368, 0.5285, 0.0050
1369, 0.5245, 0.0010
1370, 0.5350, 0.0115
1371, 0.5120, -0.0115
1372, 0.5350, 0.0115
1373, 0.5025, -0.0210
1374, 0.5357, 0.0122
1375, 0.5135, -0.0100
1376, 0.5153, -0.0082
1377, 0.5345, 0.0110
1378, 0.5160, -0.0075
1379, 0.5272, 0.0037
1380, 0.5181, -0.0054
1381, 0.5235, 0.0000
1382, 0.5405, 0.0170
1383, 0.5329, 0.0094
1384, 0.5340, 0.0105
1385, 0.4996, -0.0239
1386, 0.5166, -0.0069
1387, 0.5321, 0.0086
1388, 0.5382, 0.0147
1389, 0.5450, 0.0215
1390, 0.5324, 0.0089
1391, 0.5234, -0.0001
1392, 0.5144, -0.0091
1393, 0.4996, -0.0239
1394, 0.5352, 0.0117
1395, 0.4925, -0.0310
1396, 0.5279, 0.0044
1397, 0.5354, 0.0119
1398, 0.5107, -0.0128
1399, 0.5261, 0.0026
1400, 0.5114, -0.0121
1401, 0.5118, -0.0117
1402, 0.5464, 0.0229
1403, 0.5403, 0.0168
1404, 0.5256, 0.0021
1405, 0.5189, -0.0046
1406, 0.5206, -0.0029
1407, 0.5565, 0.0330
1408, 0.5220, -0.0015
1409, 0.5096, -0.0139
1410, 0.5277, 0.0042
1411, 0.5216, -0.0019
1412, 0.5333, 0.0098
1413, 0.5117, -0.0118
1414, 0.5149, -0.0086
1415, 0.5300, 0.0065
1416, 0.5233, -0.0002
1417, 0.5236, 0.0001
1418, 0.5465, 0.0230
1419, 0.5257, 0.0022
1420, 0.5430, 0.0195
1421, 0.5419, 0.0184
1422, 0.5070, -0.0165
1423, 0.5179, -0.0056
1424, 0.5393, 0.0158
1425, 0.5193, -0.0042
1426, 0.5407, 0.0172
1427, 0.5193, -0.0042
1428, 0.5357, 0.0122
1429, 0.5262, 0.0027
1430, 0.5056, -0.0179
1431, 0.5269, 0.0034
1432, 0.5272, 0.0037
1433, 0.5059, -0.0176
1434, 0.4881, -0.0354
1435, 0.5338, 0.0103
1436, 0.5209, -0.0026
1437, 0.5268, 0.0033
1438, 0.5285, 0.0050
1439, 0.5379, 0.0144
1440, 0.5278, 0.0043
1441, 0.5253, 0.0018
1442, 0.5243, 0.0008
1443, 0.5385, 0.0150
1444, 0.5312, 0.0077
1445, 0.5502, 0.0267
1446, 0.4952, -0.0283
1447, 0.5107, -0.0128
1448, 0.5421, 0.0186
1449, 0.5100, -0.0135
1450, 0.5179, -0.0056
1451, 0.5279, 0.0044
1452, 0.5186, -0.0049
1453, 0.4935, -0.0300
1454, 0.5296, 0.0061
1455, 0.5216, -0.0019
1456, 0.5062, -0.0173
1457, 0.4942, -0.0293
1458, 0.5288, 0.0053
1459, 0.5257, 0.0022
1460, 0.5158, -0.0077
1461, 0.5243, 0.0008
1462, 0.5198, -0.0037
1463, 0.5174, -0.0061
1464, 0.5178, -0.0057
1465, 0.5372, 0.0137
1466, 0.5314, 0.0079
1467, 0.5194, -0.0041
1468, 0.5089, -0.0146
1469, 0.5439, 0.0204
1470, 0.5259, 0.0024
1471, 0.5139, -0.0096
1472, 0.5353, 0.0118
1473, 0.5282, 0.0047
1474, 0.5088, -0.0147
1475, 0.5234, -0.0001
1476, 0.5285, 0.0050
1477, 0.5281, 0.0046
1478, 0.5332, 0.0097
1479, 0.5112, -0.0123
1480, 0.5014, -0.0221
1481, 0.5287, 0.0052
1482, 0.5202, -0.0033
1483, 0.5509, 0.0274
1484, 0.5276, 0.0041
1485, 0.5212, -0.0023
1486, 0.5094, -0.0141
1487, 0.4943, -0.0292
1488, 0.5128, -0.0107
1489, 0.5339, 0.0104
1490, 0.5470, 0.0235
1491, 0.5205, -0.0030
1492, 0.5194, -0.0041
1493, 0.5385, 0.0150
1494, 0.5187, -0.0048
1495, 0.5532, 0.0297
1496, 0.5354, 0.0119
1497, 0.5451, 0.0216
1498, 0.5167, -0.0068
1499, 0.5143, -0.0092
1500, 0.5200, -0.0035
1501, 0.5217, -0.0018
1502, 0.5286, 0.0051
1503, 0.5070, -0.0165
1504, 0.5559, 0.0324
1505, 0.5169, -0.0066
1506, 0.5166, -0.0069
1507, 0.5362, 0.0127
1508, 0.5146, -0.0089
1509, 0.5116, -0.0119
1510, 0.5119, -0.0116
1511, 0.4931, -0.0304
1512, 0.5417, 0.0182
1513, 0.5294, 0.0059
1514, 0.5383, 0.0148
1515, 0.5386, 0.0151
1516, 0.5191, -0.0044
1517, 0.5023, -0.0212
1518, 0.5329, 0.0094
1519, 0.5234, -0.0001
1520, 0.5250, 0.0015
1521, 0.5306, 0.0071
1522, 0.5315, 0.0080
1523, 0.5194, -0.0041
1524, 0.5249, 0.0014
1525, 0.5370, 0.0135
1526, 0.5170, -0.0065
1527, 0.5056, -0.0179
1528, 0.5183, -0.0052
1529, 0.5199, -0.0036
1530, 0.5007, -0.0228
1531, 0.5349, 0.0114
1532, 0.5150, -0.0085
1533, 0.5082, -0.0153
1534, 0.5117, -0.0118
1535, 0.5433, 0.0198
1536, 0.5234, -0.0001
1537, 0.5277, 0.0042
1538, 0.5299, 0.0064
1539, 0.5432, 0.0197
1540, 0.5435, 0.0200
1541, 0.5107, -0.0128
1542, 0.5396, 0.0161
1543, 0.5042, -0.0193
1544, 0.5188, -0.0047
1545, 0.5217, -0.0018
1546, 0.5078, -0.0157
1547, 0.5171, -0.0064
1548, 0.5090, -0.0145
1549, 0.5229, -0.0006
1550, 0.5458, 0.0223
1551, 0.5474, 0.0239
1552, 0.5329, 0.0094
1553, 0.5344, 0.0109
1554, 0.5270, 0.0035
1555, 0.5363, 0.0128
1556, 0.5193, -0.0042
1557, 0.5376, 0.0141
1558, 0.5398, 0.0163
1559, 0.4978, -0.0257
1560, 0.5256, 0.0021
1561, 0.5022, -0.0213
1562, 0.5256, 0.0021
1563, 0.5438, 0.0203
1564, 0.5185, -0.0050
1565, 0.5182, -0.0053
1566, 0.5236, 0.0001
1567, 0.5265, 0.0030
1568, 0.5281, 0.0046
1569, 0.4825, -0.0410
1570, 0.5134, -0.0101
1571, 0.5175, -0.0060
1572, 0.5159, -0.0076
1573, 0.4851, -0.0384
1574, 0.5197, -0.0038
1575, 0.5149, -0.0086
1576, 0.5140, -0.0095
1577, 0.5111, -0.0124
1578, 0.5393, 0.0158
1579, 0.5117, -0.0118
1580, 0.5013, -0.0222
1581, 0.5206, -0.0029
1582, 0.5310, 0.0075
1583, 0.5054, -0.0181
1584, 0.5316, 0.0081
1585, 0.5319, 0.0084
1586, 0.5208, -0.0027
1587, 0.5129, -0.0106
1588, 0.5088, -0.0147
1589, 0.5135, -0.0100
1590, 0.5094, -0.0141
1591, 0.5211, -0.0024
1592, 0.5490, 0.0255
1593, 0.5386, 0.0151
1594, 0.5157, -0.0078
1595, 0.5160, -0.0075
1596, 0.5376, 0.0141
1597, 0.5122, -0.0113
1598, 0.5088, -0.0147
1599, 0.5435, 0.0200
1600, 0.5212, -0.0022
1601, 0.5215, -0.0020
1602, 0.5131, -0.0104
1603, 0.5172, -0.0063
1604, 0.5206, -0.0029
1605, 0.5302, 0.0067
1606, 0.5386, 0.0151
1607, 0.5152, -0.0083
1608, 0.5417, 0.0182
1609, 0.5165, -0.0070
1610, 0.5124, -0.0111
1611, 0.5388, 0.0153
1612, 0.5143, -0.0092
1613, 0.5251, 0.0016
1614, 0.5539, 0.0304
1615, 0.5368, 0.0133
1616, 0.5217, -0.0018
1617, 0.5139, -0.0096
1618, 0.5080, -0.0155
1619, 0.4923, -0.0312
1620, 0.5302, 0.0067
1621, 0.5120, -0.0115
1622, 0.5191, -0.0044
1623, 0.5163, -0.0072
1624, 0.5068, -0.0167
1625, 0.5225, -0.0010
1626, 0.5172, -0.0063
1627, 0.5255, 0.0020
1628, 0.5172, -0.0063
1629, 0.5292, 0.0057
1630, 0.5252, 0.0017
1631, 0.5359, 0.0124
1632, 0.5263, 0.0028
1633, 0.5168, -0.0067
1634, 0.5171, -0.0064
1635, 0.5021, -0.0214
1636, 0.5208, -0.0027
1637, 0.5278, 0.0043
1638, 0.5440, 0.0205
1639, 0.5034, -0.0201
1640, 0.5287, 0.0052
1641, 0.5168, -0.0067
1642, 0.5152, -0.0083
1643, 0.5240, 0.0005
1644, 0.5365, 0.0130
1645, 0.5161, -0.0074
1646, 0.5371, 0.0136
1647, 0.5161, -0.0074
1648, 0.5042, -0.0193
1649, 0.5282, 0.0047
1650, 0.5370, 0.0135
1651, 0.5294, 0.0059
1652, 0.5291, 0.0056
1653, 0.5082, -0.0153
1654, 0.5115, -0.0120
1655, 0.5233, -0.0002
1656, 0.5272, 0.0037
1657, 0.5275, 0.0040
1658, 0.5338, 0.0103
1659, 0.5039, -0.0196
1660, 0.5072, -0.0163
1661, 0.5364, 0.0129
1662, 0.5307, 0.0072
1663, 0.5298, 0.0063
1664, 0.5300, 0.0065
1665, 0.5273, 0.0038
1666, 0.5366, 0.0131
1667, 0.5285, 0.0050
1668, 0.5300, 0.0065
1669, 0.5273, 0.0038
1670, 0.5491, 0.0256
1671, 0.5332, 0.0097
1672, 0.5191, -0.0044
1673, 0.5212, -0.0023
1674, 0.5227, -0.0008
1675, 0.5236, 0.0001
1676, 0.5298, 0.0063
1677, 0.5271, 0.0036
1678, 0.5203, -0.0032
1679, 0.5164, -0.0071
1680, 0.5280, 0.0045
1681, 0.5217, -0.0018
1682, 0.5149, -0.0086
1683, 0.5449, 0.0214
1684, 0.5053, -0.0182
1685, 0.5157, -0.0078
1686, 0.5439, 0.0204
1687, 0.5133, -0.0102
1688, 0.5326, 0.0091
1689, 0.5317, 0.0082
1690, 0.5337, 0.0102
1691, 0.4979, -0.0256
1692, 0.5195, -0.0040
1693, 0.5304, 0.0069
1694, 0.5242, 0.0007
1695, 0.5280, 0.0045
1696, 0.5224, -0.0011
1697, 0.5345, 0.0110
1698, 0.5247, 0.0012
1699, 0.5174, -0.0061
1700, 0.5247, 0.0012
1701, 0.4985, -0.0250
1702, 0.5311, 0.0076
1703, 0.5126, -0.0109
1704, 0.5511, 0.0276
1705, 0.5220, -0.0015
1706, 0.5533, 0.0298
1707, 0.5167, -0.0068
1708, 0.5269, 0.0034
1709, 0.5208, -0.0027
1710, 0.5123, -0.0112
1711, 0.5178, -0.0057
1712, 0.5280, 0.0045
1713, 0.5108, -0.0127
1714, 0.5385, 0.0150
1715, 0.5219, -0.0016
1716, 0.5286, 0.0051
1717, 0.5317, 0.0082
1718, 0.5390, 0.0155
1719, 0.5241, 0.0006
1720, 0.5244, 0.0009
1721, 0.5032, -0.0203
1722, 0.5470, 0.0235
1723, 0.5200, -0.0035
1724, 0.5267, 0.0032
1725, 0.4962, -0.0273
1726, 0.5226, -0.0009
1727, 0.5576, 0.0341
1728, 0.5203, -0.0032
1729, 0.5182, -0.0053
1730, 0.5243, 0.0008
1731, 0.5378, 0.0143
1732, 0.5185, -0.0050
1733, 0.5268, 0.0033
1734, 0.5334, 0.0099
1735, 0.5395, 0.0160
1736, 0.5063, -0.0172
1737, 0.5141, -0.0094
1738, 0.5259, 0.0024
1739, 0.5078, -0.0157
1740, 0.5063, -0.0172
1741, 0.5198, -0.0037
1742, 0.5155, -0.0080
1743, 0.5141, -0.0094
1744, 0.5310, 0.0075
1745, 0.4991, -0.0244
1746, 0.5080, -0.0155
1747, 0.5077, -0.0158
1748, 0.5280, 0.0045
1749, 0.5209, -0.0026
1750, 0.5200, -0.0035
1751, 0.5140, -0.0095
1752, 0.5240, 0.0005
1753, 0.5174, -0.0061
1754, 0.5319, 0.0084
1755, 0.5362, 0.0127
1756, 0.5080, -0.0155
1757, 0.5196, -0.0039
1758, 0.5233, -0.0002
1759, 0.5441, 0.0206
1760, 0.5409, 0.0174
1761, 0.5037, -0.0198
1762, 0.5108, -0.0127
1763, 0.5105, -0.0130
1764, 0.5300, 0.0065
1765, 0.5377, 0.0142
1766, 0.5102, -0.0133
1767, 0.5184, -0.0051
1768, 0.5057, -0.0178
1769, 0.5127, -0.0108
1770, 0.5316, 0.0081
1771, 0.5285, 0.0050
1772, 0.5322, 0.0087
1773, 0.5330, 0.0095
1774, 0.5395, 0.0160
1775, 0.5115, -0.0120
1776, 0.5253, 0.0018
1777, 0.4896, -0.0339
1778, 0.5309, 0.0074
1779, 0.5261, 0.0026
1780, 0.5264, 0.0029
1781, 0.5126, -0.0109
1782, 0.5387, 0.0152
1783, 0.5036, -0.0199
1784, 0.5275, 0.0040
1785, 0.5160, -0.0075
1786, 0.5302, 0.0067
1787, 0.5098, -0.0137
1788, 0.5011, -0.0224
1789, 0.5120, -0.0115
1790, 0.4933, -0.0302
1791, 0.5159, -0.0076
1792, 0.5312, 0.0078
1793, 0.5254, 0.0019
1794, 0.5251, 0.0016
1795, 0.5092, -0.0143
1796, 0.5379, 0.0144
1797, 0.5214, -0.0021
1798, 0.5389, 0.0154
1799, 0.5381, 0.0146
1800, 0.5044, -0.0191
1801, 0.5397, 0.0162
1802, 0.5244, 0.0009
1803, 0.5446, 0.0211
1804, 0.5194, -0.0041
1805, 0.5175, -0.0060
1806, 0.5282, 0.0047
1807, 0.5113, -0.0122
1808, 0.5111, -0.0124
1809, 0.5180, -0.0055
1810, 0.4939, -0.0296
1811, 0.5135, -0.0100
1812, 0.5050, -0.0185
1813, 0.5290, 0.0055
1814, 0.5138, -0.0097
1815, 0.5256, 0.0021
1816, 0.5231, -0.0004
1817, 0.5195, -0.0040
1818, 0.5358, 0.0123
1819, 0.5091, -0.0144
1820, 0.5313, 0.0078
1821, 0.5030, -0.0205
1822, 0.5296, 0.0061
1823, 0.5217, -0.0018
1824, 0.5027, -0.0208
1825, 0.5068, -0.0167
1826, 0.5044, -0.0191
1827, 0.5151, -0.0084
1828, 0.5246, 0.0011
1829, 0.5265, 0.0030
1830, 0.5251, 0.0016
1831, 0.5385, 0.0150
1832, 0.5191, -0.0044
1833, 0.5341, 0.0106
1834, 0.5196, -0.0039
1835, 0.5237, 0.0002
1836, 0.5294, 0.0059
1837, 0.5052, -0.0183
1838, 0.5201, -0.0034
1839, 0.5182, -0.0053
1840, 0.5212, -0.0023
1841, 0.5100, -0.0135
1842, 0.5282, 0.0047
1843, 0.5198, -0.0037
1844, 0.5249, 0.0014
1845, 0.5209, -0.0026
1846, 0.5238, 0.0003
1847, 0.5268, 0.0033
1848, 0.5087, -0.0148
1849, 0.5311, 0.0076
1850, 0.5195, -0.0040
1851, 0.5100, -0.0135
1852, 0.5254, 0.0019
1853, 0.4916, -0.0319
1854, 0.5189, -0.0046
1855, 0.5197, -0.0038
1856, 0.5275, 0.0040
1857, 0.5143, -0.0092
1858, 0.5344, 0.0109
1859, 0.5309, 0.0074
1860, 0.5269, 0.0034
1861, 0.5347, 0.0112
1862, 0.5247, 0.0012
1863, 0.5373, 0.0138
1864, 0.5295, 0.0060
1865, 0.5303, 0.0068
1866, 0.5300, 0.0065
1867, 0.5078, -0.0157
1868, 0.5171, -0.0064
1869, 0.5126, -0.0109
1870, 0.5455, 0.0220
1871, 0.5254, 0.0019
1872, 0.5208, -0.0027
1873, 0.5211, -0.0024
1874, 0.5011, -0.0224
1875, 0.5141, -0.0094
1876, 0.5203, -0.0032
1877, 0.5280, 0.0045
1878, 0.5250, 0.0015
1879, 0.5141, -0.0094
1880, 0.5186, -0.0049
1881, 0.5343, 0.0108
1882, 0.5181, -0.0054
1883, 0.5279, 0.0044
1884, 0.5313, 0.0078
1885, 0.5215, -0.0020
1886, 0.5159, -0.0076
1887, 0.5183, -0.0052
1888, 0.5291, 0.0056
1889, 0.5580, 0.0345
1890, 0.5339, 0.0104
1891, 0.5246, 0.0011
1892, 0.5079, -0.0156
1893, 0.5256, 0.0021
1894, 0.5232, -0.0003
1895, 0.5040, -0.0195
1896, 0.5037, -0.0198
1897, 0.5256, 0.0021
1898, 0.5332, 0.0097
1899, 0.5287, 0.0052
1900, 0.5442, 0.0207
1901, 0.5271, 0.0036
1902, 0.5305, 0.0070
1903, 0.5181, -0.0054
1904, 0.5074, -0.0161
1905, 0.5276, 0.0041
1906, 0.5362, 0.0127
1907, 0.5260, 0.0025
1908, 0.5236, 0.0001
1909, 0.5134, -0.0101
1910, 0.5361, 0.0126
1911, 0.5322, 0.0087
1912, 0.5361, 0.0126
1913, 0.5400, 0.0165
1914, 0.4969, -0.0266
1915, 0.5238, 0.0003
1916, 0.5402, 0.0167
1917, 0.5196, -0.0039
1918, 0.5172, -0.0063
1919, 0.5367, 0.0132
1920, 0.5151, -0.0084
1921, 0.5107, -0.0128
1922, 0.5401, 0.0166
1923, 0.4997, -0.0238
1924, 0.5374, 0.0139
1925, 0.5242, 0.0007
1926, 0.5291, 0.0056
1927, 0.5184, -0.0051
1928, 0.5135, -0.0100
1929, 0.5075, -0.0160
1930, 0.5389, 0.0154
1931, 0.5215, -0.0020
1932, 0.5316, 0.0081
1933, 0.5168, -0.0067
1934, 0.5248, 0.0013
1935, 0.5282, 0.0047
1936, 0.5465, 0.0230
1937, 0.5390, 0.0155
1938, 0.5170, -0.0065
1939, 0.5240, 0.0005
1940, 0.5278, 0.0043
1941, 0.4967, -0.0268
1942, 0.5165, -0.0070
1943, 0.5147, -0.0088
1944, 0.5113, -0.0122
1945, 0.5208, -0.0027
1946, 0.5267, 0.0032
1947, 0.5121, -0.0114
1948, 0.5252, 0.0017
1949, 0.5300, 0.0065
1950, 0.5062, -0.0173
1951, 0.5079, -0.0156
1952, 0.5272, 0.0037
1953, 0.5428, 0.0193
1954, 0.5420, 0.0185
1955, 0.5299, 0.0064
1956, 0.5383, 0.0148
1957, 0.5248, 0.0013
1958, 0.5169, -0.0066
1959, 0.5339, 0.0104
1960, 0.5240, 0.0005
1961, 0.5268, 0.0033
1962, 0.5061, -0.0174
1963, 0.5262, 0.0027
1964, 0.5290, 0.0055
1965, 0.5415, 0.0180
1966, 0.5310, 0.0075
1967, 0.5460, 0.0225
1968, 0.5208, -0.0027
1969, 0.5180, -0.0055
1970, 0.5107, -0.0128
1971, 0.5368, 0.0133
1972, 0.5259, 0.0024
1973, 0.5378, 0.0143
1974, 0.5344, 0.0109
1975, 0.5438, 0.0203
