points, %, error
587, 0.5212947189097104, 0.001294718909710335
588, 0.5374149659863946, 0.01741496598639458
589, 0.5263157894736842, 0.0063157894736841635
590, 0.5423728813559322, 0.022372881355932184
591, 0.5160744500846024, -0.003925549915397619
592, 0.5067567567567568, -0.013243243243243219
593, 0.5311973018549747, 0.011197301854974695
594, 0.5589225589225589, 0.038922558922558914
595, 0.5058823529411764, -0.014117647058823568
596, 0.5100671140939598, -0.009932885906040245
597, 0.5159128978224455, -0.00408710217755448
598, 0.5150501672240803, -0.00494983277591976
599, 0.5208681135225376, 0.0008681135225375725
600, 0.57, 0.04999999999999993
601, 0.4891846921797005, -0.03081530782029951
602, 0.5016611295681063, -0.01833887043189375
603, 0.538971807628524, 0.018971807628524018
604, 0.5248344370860927, 0.004834437086092658
605, 0.49421487603305786, -0.02578512396694216
606, 0.5066006600660066, -0.013399339933993448
607, 0.5123558484349259, -0.007644151565074142
608, 0.53125, 0.011249999999999982
609, 0.5336617405582923, 0.013661740558292279
610, 0.5163934426229508, -0.00360655737704918
611, 0.530278232405892, 0.010278232405891985
612, 0.5065359477124183, -0.01346405228758174
613, 0.5154975530179445, -0.004502446982055486
614, 0.5570032573289903, 0.037003257328990236
615, 0.5284552845528455, 0.008455284552845499
616, 0.5422077922077922, 0.022207792207792232
617, 0.5429497568881686, 0.022949756888168582
618, 0.5388349514563107, 0.018834951456310645
619, 0.5541195476575121, 0.03411954765751213
620, 0.5467741935483871, 0.02677419354838706
621, 0.5362318840579711, 0.016231884057971047
622, 0.5112540192926045, -0.008745980707395518
623, 0.5248796147672552, 0.00487961476725518
624, 0.5144230769230769, -0.005576923076923146
625, 0.5536, 0.03359999999999996
626, 0.4728434504792332, -0.04715654952076681
627, 0.5087719298245614, -0.011228070175438587
628, 0.5222929936305732, 0.0022929936305732257
629, 0.5310015898251192, 0.011001589825119229
630, 0.546031746031746, 0.02603174603174596
631, 0.5309033280507132, 0.010903328050713146
632, 0.5332278481012658, 0.01322784810126576
633, 0.5371248025276462, 0.017124802527646144
634, 0.5520504731861199, 0.032050473186119866
635, 0.525984251968504, 0.00598425196850394
636, 0.5141509433962265, -0.00584905660377355
637, 0.5525902668759811, 0.0325902668759811
638, 0.5235109717868338, 0.003510971786833794
639, 0.5117370892018779, -0.008262910798122136
640, 0.5203125, 0.00031249999999993783
641, 0.5101404056162246, -0.009859594383775372
642, 0.5186915887850467, -0.0013084112149532867
643, 0.5194401244167963, -0.000559875583203695
644, 0.5295031055900621, 0.009503105590062066
645, 0.5410852713178295, 0.021085271317829446
646, 0.5294117647058824, 0.009411764705882342
647, 0.5285935085007728, 0.008593508500772784
648, 0.5354938271604939, 0.015493827160493856
649, 0.4946070878274268, -0.025392912172573223
650, 0.536923076923077, 0.01692307692307693
651, 0.5145929339477726, -0.005407066052227405
652, 0.5276073619631901, 0.007607361963190118
653, 0.5007656967840735, -0.019234303215926563
