points,value,error
999, 0.5275, 0.004000
1000, 0.53, 0.006500
1001, 0.5534, 0.02990
1002, 0.5439, 0.02040
1003, 0.5184, -0.005100
1004, 0.5259, 0.002400
1005, 0.4965, -0.02700
1006, 0.5437, 0.02020
1007, 0.5372, 0.01370
1008, 0.5298, 0.006300
1009, 0.5154, -0.008100
1010, 0.5109, -0.01260
1011, 0.5361, 0.01260
1012, 0.5109, -0.01260
1013, 0.5104, -0.01310
1014, 0.5414, 0.01790
1015, 0.5241, 0.0006000
1016, 0.4990, -0.02450
1017, 0.5320, 0.008500
1018, 0.5314, 0.007900
1019, 0.5535, 0.03000
1020, 0.5275, 0.004000
1021, 0.5191, -0.004400
1022, 0.5303, 0.006800
1023, 0.5455, 0.02200
1024, 0.5332, 0.009700
1025, 0.5239, 0.0004000
1026, 0.5604, 0.03690
1027, 0.5190, -0.004500
1028, 0.5185, -0.005000
1029, 0.5345, 0.01100
1030, 0.5291, 0.005600
1031, 0.5092, -0.01430
1032, 0.5291, 0.005600
1033, 0.5257, 0.002200
1034, 0.5203, -0.003200
1035, 0.5227, -0.0008000
1036, 0.5434, 0.01990
1037, 0.4822, -0.04130
1038, 0.5231, -0.0004000
1039, 0.5217, -0.001800
1040, 0.5288, 0.005300
1041, 0.5014, -0.02210
1042, 0.5240, 0.0005000
1043, 0.5244, 0.0009000
1044, 0.5364, 0.01290
1045, 0.5196, -0.003900
1046, 0.5258, 0.002300
1047, 0.5234, -0.0001000
1048, 0.5296, 0.006100
1049, 0.5167, -0.006800
1050, 0.5010, -0.02250
1051, 0.4967, -0.02680
1052, 0.4943, -0.02920
1053, 0.5328, 0.009300
1054, 0.5275, 0.004000
1055, 0.5242, 0.0007000
1056, 0.5256, 0.002100
1057, 0.5194, -0.004100
1058, 0.5274, 0.003900
1059, 0.5326, 0.009100
1060, 0.5311, 0.007600
1061, 0.5250, 0.001500
1062, 0.5292, 0.005700
1063, 0.5343, 0.01080
1064, 0.5432, 0.01970
1065, 0.5230, -0.0005000
1066, 0.5385, 0.01500
1067, 0.5286, 0.005100
1068, 0.5318, 0.008300
1069, 0.5370, 0.01350
1070, 0.4953, -0.02820
1071, 0.5247, 0.001200
1072, 0.5261, 0.002600
1073, 0.5415, 0.01800
1074, 0.5149, -0.008600
1075, 0.5144, -0.009100
1076, 0.5297, 0.006200
1077, 0.5367, 0.01320
1078, 0.5148, -0.008700
1079, 0.4986, -0.02490
1080, 0.5056, -0.01790
1081, 0.5449, 0.02140
1082, 0.5397, 0.01620
1083, 0.5254, 0.001900
1084, 0.5249, 0.001400
1085, 0.5198, -0.003700
1086, 0.5212, -0.002300
1087, 0.5198, -0.003700
1088, 0.4972, -0.02630
1089, 0.5372, 0.01370
1090, 0.5193, -0.004200
1091, 0.5243, 0.0008000
1092, 0.5147, -0.008800
1093, 0.4995, -0.02400
1094, 0.4909, -0.03260
1095, 0.5059, -0.01760
1096, 0.5046, -0.01890
1097, 0.5132, -0.01030
1098, 0.5219, -0.001600
1099, 0.5378, 0.01430
1100, 0.5291, 0.005600
1101, 0.5259, 0.002400
1102, 0.5327, 0.009200
1103, 0.5295, 0.006000
1104, 0.5063, -0.01720
1105, 0.5493, 0.02580
1106, 0.5344, 0.01090
1107, 0.5366, 0.01310
1108, 0.5262, 0.002700
1109, 0.5230, -0.0005000
1110, 0.4937, -0.02980
1111, 0.5338, 0.01030
1112, 0.5369, 0.01340
1113, 0.5031, -0.02040
1114, 0.5296, 0.006100
1115, 0.5022, -0.02130
1116, 0.5108, -0.01270
1117, 0.5121, -0.01140
1118, 0.4955, -0.02800
1119, 0.5147, -0.008800
1120, 0.5071, -0.01640
1121, 0.5424, 0.01890
1122, 0.5169, -0.006600
1123, 0.5102, -0.01330
1124, 0.5205, -0.003000
1125, 0.5111, -0.01240
1126, 0.5124, -0.01110
1127, 0.5395, 0.01600
1128, 0.5293, 0.005800
1129, 0.5244, 0.0009000
1130, 0.5168, -0.006700
1131, 0.5323, 0.008800
1132, 0.5230, -0.0005000
1133, 0.5313, 0.007800
1134, 0.5476, 0.02410
1135, 0.5075, -0.01600
1136, 0.5299, 0.006400
1137, 0.5303, 0.006800
1138, 0.5422, 0.01870
1139, 0.5224, -0.001100
1140, 0.5237, 0.0002000
1141, 0.5416, 0.01810
1142, 0.5009, -0.02260
1143, 0.5022, -0.02130
1144, 0.5122, -0.01130
1145, 0.5127, -0.01080
1146, 0.4974, -0.02610
1147, 0.5292, 0.005700
1148, 0.5549, 0.03140
1149, 0.5100, -0.01350
1150, 0.5348, 0.01130
1151, 0.5282, 0.004700
1152, 0.5087, -0.01480
1153, 0.5056, -0.01790
1154, 0.5381, 0.01460
1155, 0.5195, -0.004000
1156, 0.5251, 0.001600
1157, 0.5186, -0.004900
1158, 0.5060, -0.01750
1159, 0.5462, 0.02270
1160, 0.5284, 0.004900
1161, 0.5030, -0.02050
1162, 0.5413, 0.01780
1163, 0.5107, -0.01280
1164, 0.5464, 0.02290
1165, 0.5408, 0.01730
1166, 0.4983, -0.02520
1167, 0.5021, -0.02140
1168, 0.5137, -0.009800
1169, 0.5261, 0.002600
1170, 0.5359, 0.01240
1171, 0.5312, 0.007700
1172, 0.5350, 0.01150
1173, 0.5072, -0.01630
1174, 0.5060, -0.01750
1175, 0.5030, -0.02050
1176, 0.5374, 0.01390
1177, 0.5429, 0.01940
1178, 0.5085, -0.01500
1179, 0.4979, -0.02560
1180, 0.5229, -0.0006000
1181, 0.5326, 0.009100
1182, 0.5398, 0.01630
1183, 0.5004, -0.02310
1184, 0.4966, -0.02690
1185, 0.5274, 0.003900
1186, 0.5093, -0.01420
1187, 0.5114, -0.01210
1188, 0.5025, -0.02100
1189, 0.5231, -0.0004000
1190, 0.5126, -0.01090
1191, 0.5239, 0.0004000
1192, 0.5604, 0.03690
1193, 0.5080, -0.01550
1194, 0.5343, 0.01080
1195, 0.5180, -0.005500
1196, 0.5234, -0.0001000
1197, 0.5155, -0.008000
1198, 0.5067, -0.01680
1199, 0.5346, 0.01110
1200, 0.4992, -0.02430
1201, 0.5096, -0.01390
1202, 0.5283, 0.004800
1203, 0.5262, 0.002700
1204, 0.5216, -0.001900
1205, 0.5278, 0.004300
1206, 0.5390, 0.01550
1207, 0.5244, 0.0009000
1208, 0.5381, 0.01460
1209, 0.4847, -0.03880
1210, 0.5091, -0.01440
1211, 0.5450, 0.02150
1212, 0.5322, 0.008700
1213, 0.5491, 0.02560
1214, 0.5453, 0.02180
1215, 0.5350, 0.01150
1216, 0.5255, 0.002000
1217, 0.4996, -0.02390
1218, 0.5304, 0.006900
1219, 0.5250, 0.001500
1220, 0.5025, -0.02100
1221, 0.5315, 0.008000
1222, 0.5295, 0.006000
1223, 0.5110, -0.01250
1224, 0.5433, 0.01980
1225, 0.5233, -0.0002000
1226, 0.5147, -0.008800
1227, 0.5363, 0.01280
1228, 0.5220, -0.001500
1229, 0.5085, -0.01500
1230, 0.5276, 0.004100
1231, 0.5142, -0.009300
1232, 0.5008, -0.02270
1233, 0.5036, -0.01990
1234, 0.5089, -0.01460
1235, 0.5401, 0.01660
1236, 0.5065, -0.01700
1237, 0.5392, 0.01570
1238, 0.5258, 0.002300
1239, 0.5133, -0.01020
1240, 0.5234, -0.0001000
1241, 0.5624, 0.03890
1242, 0.5346, 0.01110
1243, 0.5342, 0.01070
1244, 0.5289, 0.005400
1245, 0.5341, 0.01060
1246, 0.5257, 0.002200
1247, 0.4924, -0.03110
1248, 0.5168, -0.006700
1249, 0.5340, 0.01050
1250, 0.5312, 0.007700
1251, 0.5420, 0.01850
1252, 0.5272, 0.003700
1253, 0.5419, 0.01840
1254, 0.4976, -0.02590
1255, 0.5339, 0.01040
1256, 0.5215, -0.002000
1257, 0.5314, 0.007900
1258, 0.5294, 0.005900
1259, 0.5409, 0.01740
1260, 0.5262, 0.002700
1261, 0.5385, 0.01500
1262, 0.5349, 0.01140
1263, 0.5210, -0.002500
1264, 0.5427, 0.01920
1265, 0.4980, -0.02550
1266, 0.5087, -0.01480
1267, 0.5304, 0.006900
1268, 0.5189, -0.004600
1269, 0.5296, 0.006100
1270, 0.5220, -0.001500
1271, 0.5256, 0.002100
1272, 0.5134, -0.01010
1273, 0.5334, 0.009900
1274, 0.5, -0.02350
1275, 0.5271, 0.003600
1276, 0.5118, -0.01170
1277, 0.5286, 0.005100
1278, 0.5250, 0.001500
1279, 0.5379, 0.01440
1280, 0.5297, 0.006200
1281, 0.5246, 0.001100
1282, 0.5265, 0.003000
1283, 0.5386, 0.01510
1284, 0.5109, -0.01260
1285, 0.5206, -0.002900
1286, 0.5070, -0.01650
1287, 0.5097, -0.01380
1288, 0.5039, -0.01960
1289, 0.5043, -0.01920
1290, 0.5279, 0.004400
1291, 0.5314, 0.007900
1292, 0.5271, 0.003600
1293, 0.5499, 0.02640
1294, 0.5440, 0.02050
1295, 0.4950, -0.02850
1296, 0.5463, 0.02280
1297, 0.5042, -0.01930
1298, 0.5385, 0.01500
1299, 0.5258, 0.002300
1300, 0.4992, -0.02430
1301, 0.5096, -0.01390
1302, 0.5284, 0.004900
1303, 0.5411, 0.01760
1304, 0.5199, -0.003600
1305, 0.5264, 0.002900
1306, 0.5421, 0.01860
1307, 0.5318, 0.008300
1308, 0.5275, 0.004000
1309, 0.5416, 0.01810
1310, 0.5137, -0.009800
1311, 0.5370, 0.01350
1312, 0.5183, -0.005200
1313, 0.5240, 0.0005000
1314, 0.5304, 0.006900
1315, 0.5148, -0.008700
1316, 0.5243, 0.0008000
1317, 0.4943, -0.02920
1318, 0.5121, -0.01140
1319, 0.5307, 0.007200
1320, 0.5432, 0.01970
1321, 0.5231, -0.0004000
1322, 0.5008, -0.02270
1323, 0.5314, 0.007900
1324, 0.5038, -0.01970
1325, 0.5283, 0.004800
1326, 0.5347, 0.01120
1327, 0.5230, -0.0005000
1328, 0.5309, 0.007400
1329, 0.5538, 0.03030
1330, 0.5211, -0.002400
1331, 0.5237, 0.0002000
1332, 0.5240, 0.0005000
1333, 0.5214, -0.002100
1334, 0.4985, -0.02500
1335, 0.4966, -0.02690
1336, 0.5052, -0.01830
1337, 0.5138, -0.009700
1338, 0.5157, -0.007800
1339, 0.5235, 3.464E-17
1340, 0.5418, 0.01830
1341, 0.5302, 0.006700
1342, 0.5037, -0.01980
1343, 0.5294, 0.005900
1344, 0.5521, 0.02860
1345, 0.5175, -0.006000
1346, 0.5342, 0.01070
1347, 0.5197, -0.003800
1348, 0.5156, -0.007900
1349, 0.5271, 0.003600
1350, 0.5363, 0.01280
1351, 0.5440, 0.02050
1352, 0.5266, 0.003100
1353, 0.4989, -0.02460
1354, 0.5288, 0.005300
1355, 0.5358, 0.01230
1356, 0.5, -0.02350
1357, 0.5099, -0.01360
1358, 0.5412, 0.01770
1359, 0.5099, -0.01360
1360, 0.5140, -0.009500
1361, 0.5393, 0.01580
1362, 0.5073, -0.01620
1363, 0.5180, -0.005500
1364, 0.5205, -0.003000
1365, 0.5187, -0.004800
1366, 0.5161, -0.007400
1367, 0.5296, 0.006100
1368, 0.5278, 0.004300
1369, 0.5157, -0.007800
1370, 0.5066, -0.01690
1371, 0.5281, 0.004600
1372, 0.5517, 0.02820
1373, 0.5193, -0.004200
1374, 0.5036, -0.01990
1375, 0.5331, 0.009600
1376, 0.5138, -0.009700
1377, 0.4982, -0.02530
1378, 0.5152, -0.008300
1379, 0.5243, 0.0008000
1380, 0.5109, -0.01260
1381, 0.5279, 0.004400
1382, 0.5152, -0.008300
1383, 0.5278, 0.004300
1384, 0.5043, -0.01920
1385, 0.5365, 0.01300
1386, 0.5224, -0.001100
1387, 0.5616, 0.03810
1388, 0.5094, -0.01410
1389, 0.5097, -0.01380
1390, 0.5317, 0.008200
1391, 0.5428, 0.01930
1392, 0.5338, 0.01030
1393, 0.5226, -0.0009000
1394, 0.5115, -0.01200
1395, 0.5204, -0.003100
1396, 0.5208, -0.002700
1397, 0.5390, 0.01550
1398, 0.5472, 0.02370
1399, 0.5075, -0.01600
1400, 0.5164, -0.007100
1401, 0.5325, 0.009000
1402, 0.5228, -0.0007000
1403, 0.5196, -0.003900
1404, 0.5150, -0.008500
1405, 0.5431, 0.01960
1406, 0.5292, 0.005700
1407, 0.5188, -0.004700
1408, 0.5071, -0.01640
1409, 0.5323, 0.008800
1410, 0.5496, 0.02610
1411, 0.5245, 0.001000
1412, 0.5106, -0.01290
1413, 0.5251, 0.001600
1414, 0.5163, -0.007200
1415, 0.5279, 0.004400
1416, 0.5374, 0.01390
1417, 0.5413, 0.01780
1418, 0.5127, -0.01080
1419, 0.5187, -0.004800
1420, 0.5197, -0.003800
1421, 0.5186, -0.004900
1422, 0.5141, -0.009400
1423, 0.5362, 0.01270
1424, 0.5218, -0.001700
1425, 0.5418, 0.01830
1426, 0.5323, 0.008800
1427, 0.5263, 0.002800
1428, 0.5175, -0.006000
1429, 0.5220, -0.001500
1430, 0.4923, -0.03120
1431, 0.5003, -0.02320
1432, 0.4986, -0.02490
1433, 0.5178, -0.005700
1434, 0.5579, 0.03440
1435, 0.5213, -0.002200
1436, 0.5188, -0.004700
1437, 0.5275, 0.004000
1438, 0.4965, -0.02700
1439, 0.5539, 0.03040
1440, 0.5285, 0.005000
1441, 0.5260, 0.002500
1442, 0.5250, 0.001500
1443, 0.5489, 0.02540
1444, 0.5090, -0.01450
1445, 0.5322, 0.008700
1446, 0.5394, 0.01590
1447, 0.5232, -0.0003000
1448, 0.5449, 0.02140
1449, 0.5369, 0.01340
1450, 0.5034, -0.02010
1451, 0.5286, 0.005100
1452, 0.5317, 0.008200
1453, 0.5182, -0.005300
1454, 0.5179, -0.005600
1455, 0.5333, 0.009800
1456, 0.5337, 0.01020
1457, 0.5285, 0.005000
1458, 0.5199, -0.003600
1459, 0.5312, 0.007700
1460, 0.5342, 0.01070
1461, 0.5099, -0.01360
1462, 0.5185, -0.005000
1463, 0.5072, -0.01630
1464, 0.5273, 0.003800
1465, 0.5304, 0.006900
1466, 0.5150, -0.008500
1467, 0.5256, 0.002100
1468, 0.5129, -0.01060
1469, 0.5398, 0.01630
1470, 0.5252, 0.001700
1471, 0.5214, -0.002100
1472, 0.5211, -0.002400
1473, 0.5227, -0.0008000
1474, 0.5224, -0.001100
1475, 0.5261, 0.002600
1476, 0.5285, 0.005000
1477, 0.5193, -0.004200
1478, 0.5210, -0.002500
1479, 0.5091, -0.01440
1480, 0.5155, -0.008000
1481, 0.5165, -0.007000
1482, 0.5135, -0.01000
1483, 0.5421, 0.01860
1484, 0.5357, 0.01220
1485, 0.5125, -0.01100
1486, 0.5283, 0.004800
1487, 0.5131, -0.01040
1488, 0.4953, -0.02820
1489, 0.5171, -0.006400
1490, 0.5242, 0.0007000
1491, 0.5379, 0.01440
1492, 0.5456, 0.02210
1493, 0.5090, -0.01450
1494, 0.5221, -0.001400
1495, 0.5050, -0.01850
1496, 0.5428, 0.01930
1497, 0.5130, -0.01050
1498, 0.5214, -0.002100
1499, 0.5197, -0.003800
1500, 0.5273, 0.003800
1501, 0.5170, -0.006500
1502, 0.5446, 0.02110
1503, 0.5223, -0.001200
1504, 0.5565, 0.03300
1505, 0.5262, 0.002700
1506, 0.5093, -0.01420
1507, 0.4964, -0.02710
1508, 0.5332, 0.009700
1509, 0.4990, -0.02450
1510, 0.5192, -0.004300
1511, 0.5447, 0.02120
1512, 0.5192, -0.004300
1513, 0.5281, 0.004600
1514, 0.4987, -0.02480
1515, 0.5050, -0.01850
1516, 0.5224, -0.001100
1517, 0.5313, 0.007800
1518, 0.5158, -0.007700
1519, 0.5043, -0.01920
1520, 0.5059, -0.01760
1521, 0.5220, -0.001500
1522, 0.5250, 0.001500
1523, 0.5502, 0.02670
1524, 0.5302, 0.006700
1525, 0.5180, -0.005500
1526, 0.5393, 0.01580
1527, 0.5442, 0.02070
1528, 0.5072, -0.01630
1529, 0.5278, 0.004300
1530, 0.5203, -0.003200
1531, 0.5382, 0.01470
1532, 0.5007, -0.02280
1533, 0.5310, 0.007500
1534, 0.5196, -0.003900
1535, 0.5420, 0.01850
1536, 0.5163, -0.007200
1537, 0.4971, -0.02640
1538, 0.5436, 0.02010
1539, 0.5179, -0.005600
1540, 0.4890, -0.03450
1541, 0.5341, 0.01060
1542, 0.5311, 0.007600
1543, 0.5165, -0.007000
1544, 0.5207, -0.002800
1545, 0.4977, -0.02580
1546, 0.5343, 0.01080
1547, 0.5436, 0.02010
1548, 0.5200, -0.003500
1549, 0.5119, -0.01160
1550, 0.5058, -0.01770
1551, 0.5306, 0.007100
1552, 0.5425, 0.01900
1553, 0.5106, -0.01290
1554, 0.4923, -0.03120
1555, 0.5267, 0.003200
1556, 0.5302, 0.006700
1557, 0.5350, 0.01150
1558, 0.5032, -0.02030
1559, 0.5247, 0.001200
1560, 0.5321, 0.008600
1561, 0.5368, 0.01330
1562, 0.5237, 0.0002000
1563, 0.5106, -0.01290
1564, 0.5217, -0.001800
1565, 0.5022, -0.02130
1566, 0.5236, 0.0001000
1567, 0.5297, 0.006200
1568, 0.5217, -0.001800
1569, 0.5475, 0.02400
1570, 0.5185, -0.005000
1571, 0.5474, 0.02390
1572, 0.5248, 0.001300
1573, 0.5181, -0.005400
1574, 0.5095, -0.01400
1575, 0.5130, -0.01050
1576, 0.5197, -0.003800
1577, 0.5244, 0.0009000
1578, 0.5266, 0.003100
1579, 0.5111, -0.01240
1580, 0.5310, 0.007500
1581, 0.5060, -0.01750
1582, 0.5202, -0.003300
1583, 0.5275, 0.004000
1584, 0.5423, 0.01880
1585, 0.5262, 0.002700
1586, 0.5006, -0.02290
1587, 0.5318, 0.008300
1588, 0.5157, -0.007800
1589, 0.5330, 0.009500
1590, 0.5176, -0.005900
1591, 0.5003, -0.02320
1592, 0.5226, -0.0009000
1593, 0.5229, -0.0006000
1594, 0.4956, -0.02790
1595, 0.5034, -0.02010
1596, 0.5301, 0.006600
1597, 0.5322, 0.008700
1598, 0.5, -0.02350
1599, 0.5097, -0.01380
1600, 0.5225, -0.001000
1601, 0.5097, -0.01380
1602, 0.5137, -0.009800
1603, 0.5321, 0.008600
1604, 0.5168, -0.006700
1605, 0.5184, -0.005100
1606, 0.5174, -0.006100
1607, 0.5352, 0.01170
1608, 0.5093, -0.01420
1609, 0.5208, -0.002700
1610, 0.5329, 0.009400
1611, 0.5109, -0.01260
1612, 0.5279, 0.004400
1613, 0.5301, 0.006600
1614, 0.5242, 0.0007000
1615, 0.5207, -0.002800
1616, 0.5155, -0.008000
1617, 0.5059, -0.01760
1618, 0.5278, 0.004300
1619, 0.5225, -0.001000
1620, 0.5222, -0.001300
1621, 0.5071, -0.01640
1622, 0.5247, 0.001200
1623, 0.5268, 0.003300
1624, 0.5252, 0.001700
1625, 0.5182, -0.005300
1626, 0.5203, -0.003200
1627, 0.5403, 0.01680
1628, 0.5203, -0.003200
1629, 0.5463, 0.02280
1630, 0.5209, -0.002600
1631, 0.5285, 0.005000
1632, 0.4975, -0.02600
1633, 0.5352, 0.01170
1634, 0.5086, -0.01490
1635, 0.5162, -0.007300
1636, 0.5183, -0.005200
1637, 0.5266, 0.003100
1638, 0.5452, 0.02170
1639, 0.5125, -0.01100
1640, 0.5299, 0.006400
1641, 0.5198, -0.003700
1642, 0.5359, 0.01240
1643, 0.5326, 0.009100
1644, 0.5316, 0.008100
1645, 0.5228, -0.0007000
1646, 0.5140, -0.009500
1647, 0.5270, 0.003500
1648, 0.5455, 0.02200
1649, 0.5246, 0.001100
1650, 0.5309, 0.007400
1651, 0.5276, 0.004100
1652, 0.5260, 0.002500
1653, 0.5299, 0.006400
1654, 0.4921, -0.03140
1655, 0.4961, -0.02740
1656, 0.5248, 0.001300
1657, 0.5275, 0.004000
1658, 0.5133, -0.01020
1659, 0.5461, 0.02260
1660, 0.5036, -0.01990
1661, 0.5322, 0.008700
1662, 0.5331, 0.009600
1663, 0.5087, -0.01480
1664, 0.5006, -0.02290
1665, 0.5333, 0.009800
1666, 0.5426, 0.01910
1667, 0.5219, -0.001600
1668, 0.5162, -0.007300
1669, 0.5213, -0.002200
1670, 0.5240, 0.0005000
1671, 0.5099, -0.01360
1672, 0.5036, -0.01990
1673, 0.5212, -0.002300
1674, 0.5269, 0.003400
1675, 0.5254, 0.001900
1676, 0.4851, -0.03840
1677, 0.5182, -0.005300
1678, 0.5328, 0.009300
1679, 0.5086, -0.01490
1680, 0.5161, -0.007400
1681, 0.5241, 0.0006000
1682, 0.5119, -0.01160
1683, 0.5264, 0.002900
1684, 0.5166, -0.006900
1685, 0.5187, -0.004800
1686, 0.5380, 0.01450
1687, 0.5448, 0.02130
1688, 0.5195, -0.004000
1689, 0.5258, 0.002300
1690, 0.5302, 0.006700
1691, 0.5027, -0.02080
1692, 0.5201, -0.003400
1693, 0.5157, -0.007800
1694, 0.5142, -0.009300
1695, 0.5068, -0.01670
1696, 0.5383, 0.01480
1697, 0.5262, 0.002700
1698, 0.5230, -0.0005000
1699, 0.5297, 0.006200
1700, 0.5341, 0.01060
1701, 0.5350, 0.01150
1702, 0.5323, 0.008800
1703, 0.5291, 0.005600
1704, 0.5070, -0.01650
1705, 0.5202, -0.003300
1706, 0.5070, -0.01650
1707, 0.4892, -0.03430
1708, 0.5088, -0.01470
1709, 0.5301, 0.006600
1710, 0.5193, -0.004200
1711, 0.5120, -0.01150
1712, 0.5093, -0.01420
1713, 0.5236, 0.0001000
1714, 0.5158, -0.007700
1715, 0.5201, -0.003400
1716, 0.5157, -0.007800
1717, 0.5347, 0.01120
1718, 0.5244, 0.0009000
1719, 0.4980, -0.02550
1720, 0.5337, 0.01020
1721, 0.5195, -0.004000
1722, 0.5035, -0.02000
1723, 0.5299, 0.006400
1724, 0.5058, -0.01770
1725, 0.5177, -0.005800
1726, 0.5226, -0.0009000
1727, 0.5310, 0.007500
1728, 0.4931, -0.03040
1729, 0.5078, -0.01570
1730, 0.5046, -0.01890
1731, 0.5066, -0.01690
1732, 0.5214, -0.002100
1733, 0.5257, 0.002200
1734, 0.5144, -0.009100
1735, 0.5066, -0.01690
1736, 0.5167, -0.006800
1737, 0.5273, 0.003800
1738, 0.5305, 0.007000
1739, 0.5135, -0.01000
1740, 0.5391, 0.01560
1741, 0.5152, -0.008300
1742, 0.5316, 0.008100
1743, 0.5169, -0.006600
1744, 0.5034, -0.02010
1745, 0.5427, 0.01920
1746, 0.5338, 0.01030
1747, 0.5484, 0.02490
1748, 0.4857, -0.03780
1749, 0.5140, -0.009500
1750, 0.5229, -0.0006000
1751, 0.5306, 0.007100
1752, 0.5291, 0.005600
1753, 0.4980, -0.02550
1754, 0.5371, 0.01360
1755, 0.5162, -0.007300
1756, 0.5046, -0.01890
1757, 0.5339, 0.01040
1758, 0.5216, -0.001900
1759, 0.5270, 0.003500
1760, 0.5244, 0.0009000
1761, 0.5292, 0.005700
1762, 0.5193, -0.004200
1763, 0.5218, -0.001700
1764, 0.5136, -0.009900
1765, 0.5331, 0.009600
1766, 0.5096, -0.01390
1767, 0.5105, -0.01300
1768, 0.5300, 0.006500
1769, 0.5235, 3.464E-17
1770, 0.5220, -0.001500
1771, 0.5257, 0.002200
1772, 0.5147, -0.008800
1773, 0.5386, 0.01510
1774, 0.5130, -0.01050
1775, 0.5330, 0.009500
1776, 0.5225, -0.001000
1777, 0.5391, 0.01560
1778, 0.5197, -0.003800
1779, 0.5447, 0.02120
1780, 0.5253, 0.001800
1781, 0.5171, -0.006400
1782, 0.5320, 0.008500
1783, 0.5205, -0.003000
1784, 0.5163, -0.007200
1785, 0.5160, -0.007500
1786, 0.5330, 0.009500
1787, 0.5417, 0.01820
1788, 0.5268, 0.003300
1789, 0.5260, 0.002500
1790, 0.5464, 0.02290
1791, 0.5042, -0.01930
1792, 0.5167, -0.006800
1793, 0.5321, 0.008600
1794, 0.5340, 0.01050
1795, 0.5253, 0.001800
1796, 0.5273, 0.003800
1797, 0.5131, -0.01040
1798, 0.5306, 0.007100
1799, 0.5286, 0.005100
1800, 0.505, -0.01850
1801, 0.5008, -0.02270
1802, 0.5383, 0.01480
1803, 0.5374, 0.01390
1804, 0.5200, -0.003500
1805, 0.5125, -0.01100
1806, 0.5089, -0.01460
1807, 0.5008, -0.02270
1808, 0.5315, 0.008000
1809, 0.5169, -0.006600
1810, 0.5492, 0.02570
1811, 0.5196, -0.003900
1812, 0.4901, -0.03340
1813, 0.5312, 0.007700
1814, 0.5165, -0.007000
1815, 0.5096, -0.01390
1816, 0.5259, 0.002400
1817, 0.5256, 0.002100
1818, 0.5325, 0.009000
1819, 0.5003, -0.02320
1820, 0.5242, 0.0007000
1821, 0.5568, 0.03330
1822, 0.5307, 0.007200
1823, 0.5096, -0.01390
1824, 0.5340, 0.01050
1825, 0.5227, -0.0008000
1826, 0.5170, -0.006500
1827, 0.5353, 0.01180
1828, 0.5503, 0.02680
1829, 0.5293, 0.005800
1830, 0.5246, 0.001100
1831, 0.5347, 0.01120
1832, 0.5295, 0.006000
1833, 0.5068, -0.01670
1834, 0.5284, 0.004900
1835, 0.5172, -0.006300
1836, 0.5403, 0.01680
1837, 0.5182, -0.005300
1838, 0.5169, -0.006600
1839, 0.5204, -0.003100
1840, 0.5054, -0.01810
1841, 0.5177, -0.005800
1842, 0.5244, 0.0009000
1843, 0.5041, -0.01940
1844, 0.5184, -0.005100
1845, 0.5187, -0.004800
1846, 0.5309, 0.007400
1847, 0.5474, 0.02390
1848, 0.5363, 0.01280
1849, 0.5116, -0.01190
1850, 0.5205, -0.003000
1851, 0.5451, 0.02160
1852, 0.5243, 0.0008000
1853, 0.5078, -0.01570
1854, 0.5248, 0.001300
1855, 0.5305, 0.007000
1856, 0.5237, 0.0002000
1857, 0.5245, 0.001000
1858, 0.5086, -0.01490
1859, 0.5277, 0.004200
1860, 0.5210, -0.002500
1861, 0.5395, 0.01600
1862, 0.5274, 0.003900
1863, 0.5287, 0.005200
1864, 0.5241, 0.0006000
1865, 0.5196, -0.003900
1866, 0.5397, 0.01620
1867, 0.5201, -0.003400
1868, 0.5327, 0.009200
1869, 0.5206, -0.002900
1870, 0.5246, 0.001100
1871, 0.4971, -0.02640
1872, 0.5075, -0.01600
1873, 0.5243, 0.0008000
1874, 0.5283, 0.004800
1875, 0.5136, -0.009900
1876, 0.5053, -0.01820
1877, 0.5205, -0.003000
1878, 0.5453, 0.02180
1879, 0.5226, -0.0009000
1880, 0.5229, -0.0006000
1881, 0.5045, -0.01900
1882, 0.5154, -0.008100
1883, 0.5295, 0.006000
1884, 0.5159, -0.007600
1885, 0.5326, 0.009100
1886, 0.5233, -0.0002000
1887, 0.5268, 0.003300
1888, 0.5450, 0.02150
1889, 0.5389, 0.01540
1890, 0.5254, 0.001900
1891, 0.5246, 0.001100
1892, 0.5486, 0.02510
1893, 0.5325, 0.009000
1894, 0.5143, -0.009200
1895, 0.5330, 0.009500
1896, 0.5185, -0.005000
1897, 0.5282, 0.004700
1898, 0.5242, 0.0007000
1899, 0.5271, 0.003600
1900, 0.5195, -0.004000
1901, 0.5113, -0.01220
1902, 0.5131, -0.01040
1903, 0.5255, 0.002000
1904, 0.5247, 0.001200
1905, 0.5470, 0.02350
1906, 0.5226, -0.0009000
1907, 0.5207, -0.002800
1908, 0.5294, 0.005900
1909, 0.5170, -0.006500
1910, 0.5351, 0.01160
1911, 0.5317, 0.008200
1912, 0.5105, -0.01300
1913, 0.5102, -0.01330
1914, 0.5178, -0.005700
1915, 0.5347, 0.01120
1916, 0.5261, 0.002600
1917, 0.5321, 0.008600
1918, 0.5276, 0.004100
1919, 0.5211, -0.002400
1920, 0.5396, 0.01610
1921, 0.5289, 0.005400
1922, 0.5359, 0.01240
1923, 0.5252, 0.001700
1924, 0.5281, 0.004600
1925, 0.5190, -0.004500
1926, 0.5483, 0.02480
1927, 0.5221, -0.001400
