points,value,error
169, 0.5680, 0.04450
170, 0.5118, -0.01170
171, 0.5556, 0.03210
172, 0.5465, 0.02300
173, 0.4682, -0.05530
174, 0.4943, -0.02920
175, 0.4971, -0.02640
176, 0.5227, -0.0008000
177, 0.5932, 0.06970
178, 0.5337, 0.01020
179, 0.4693, -0.05420
180, 0.5333, 0.009800
181, 0.5470, 0.02350
182, 0.5275, 0.004000
183, 0.5301, 0.006600
184, 0.5272, 0.003700
185, 0.5081, -0.01540
186, 0.5753, 0.05180
187, 0.4866, -0.03690
188, 0.5426, 0.01910
189, 0.4392, -0.08430
190, 0.4842, -0.03930
191, 0.4869, -0.03660
192, 0.4948, -0.02870
193, 0.4922, -0.03130
194, 0.5825, 0.05900
195, 0.5026, -0.02090
196, 0.5, -0.02350
197, 0.5178, -0.005700
198, 0.5202, -0.003300
199, 0.5427, 0.01920
200, 0.485, -0.03850
201, 0.4925, -0.03100
202, 0.5743, 0.05080
203, 0.4877, -0.03580
204, 0.5980, 0.07450
205, 0.5415, 0.01800
206, 0.4612, -0.06230
207, 0.5459, 0.02240
208, 0.5144, -0.009100
209, 0.5598, 0.03630
210, 0.5619, 0.03840
211, 0.5782, 0.05470
212, 0.5047, -0.01880
213, 0.5305, 0.007000
214, 0.4626, -0.06090
215, 0.4744, -0.04910
216, 0.5417, 0.01820
217, 0.4885, -0.03500
218, 0.5505, 0.02700
219, 0.5753, 0.05180
220, 0.5318, 0.008300
221, 0.4796, -0.04390
222, 0.5180, -0.005500
223, 0.4709, -0.05260
224, 0.5357, 0.01220
225, 0.48, -0.04350
226, 0.5398, 0.01630
227, 0.5110, -0.01250
228, 0.4474, -0.07610
229, 0.4847, -0.03880
230, 0.5217, -0.001800
231, 0.5584, 0.03490
232, 0.5, -0.02350
233, 0.5451, 0.02160
234, 0.5385, 0.01500
235, 0.4596, -0.06390
236, 0.5763, 0.05280
237, 0.4852, -0.03830
238, 0.5168, -0.006700
239, 0.5021, -0.02140
240, 0.525, 0.001500
241, 0.5021, -0.02140
242, 0.5331, 0.009600
243, 0.5226, -0.0009000
244, 0.5082, -0.01530
245, 0.5020, -0.02150
246, 0.5407, 0.01720
247, 0.5223, -0.001200
248, 0.5242, 0.0007000
249, 0.5542, 0.03070
250, 0.508, -0.01550
251, 0.5179, -0.005600
252, 0.5079, -0.01560
253, 0.5020, -0.02150
254, 0.4685, -0.05500
255, 0.5412, 0.01770
256, 0.5820, 0.05850
257, 0.5097, -0.01380
258, 0.5039, -0.01960
259, 0.5212, -0.002300
260, 0.5538, 0.03030
261, 0.5747, 0.05120
262, 0.5420, 0.01850
263, 0.5247, 0.001200
264, 0.5682, 0.04470
265, 0.5472, 0.02370
266, 0.5489, 0.02540
267, 0.5468, 0.02330
268, 0.5224, -0.001100
269, 0.5204, -0.003100
270, 0.5444, 0.02090
271, 0.4834, -0.04010
272, 0.5331, 0.009600
273, 0.5348, 0.01130
274, 0.5182, -0.005300
275, 0.5382, 0.01470
276, 0.5109, -0.01260
277, 0.5162, -0.007300
278, 0.5504, 0.02690
279, 0.5090, -0.01450
280, 0.5464, 0.02290
281, 0.5623, 0.03880
282, 0.5142, -0.009300
283, 0.5512, 0.02770
284, 0.4824, -0.04110
285, 0.5053, -0.01820
286, 0.5594, 0.03590
287, 0.4983, -0.02520
288, 0.5104, -0.01310
289, 0.5087, -0.01480
290, 0.4966, -0.02690
291, 0.5773, 0.05380
292, 0.5171, -0.006400
293, 0.5392, 0.01570
294, 0.4796, -0.04390
295, 0.4610, -0.06250
296, 0.5068, -0.01670
297, 0.5320, 0.008500
298, 0.4799, -0.04360
299, 0.4950, -0.02850
300, 0.5267, 0.003200
301, 0.4950, -0.02850
302, 0.5397, 0.01620
303, 0.5347, 0.01120
304, 0.5033, -0.02020
305, 0.5607, 0.03720
306, 0.4837, -0.03980
307, 0.5309, 0.007400
308, 0.5455, 0.02200
309, 0.5243, 0.0008000
310, 0.5452, 0.02170
311, 0.5080, -0.01550
312, 0.5288, 0.005300
313, 0.5272, 0.003700
314, 0.5191, -0.004400
315, 0.5270, 0.003500
316, 0.5601, 0.03660
317, 0.5016, -0.02190
318, 0.5283, 0.004800
319, 0.5204, -0.003100
320, 0.5031, -0.02040
321, 0.5421, 0.01860
322, 0.5404, 0.01690
323, 0.5015, -0.02200
324, 0.5185, -0.005000
325, 0.52, -0.003500
326, 0.5245, 0.001000
327, 0.5291, 0.005600
328, 0.5488, 0.02530
329, 0.5380, 0.01450
330, 0.5242, 0.0007000
331, 0.5347, 0.01120
332, 0.5060, -0.01750
333, 0.4595, -0.06400
334, 0.5, -0.02350
335, 0.5791, 0.05560
336, 0.5476, 0.02410
337, 0.5193, -0.004200
338, 0.4763, -0.04720
339, 0.5457, 0.02220
340, 0.5206, -0.002900
341, 0.5279, 0.004400
342, 0.4678, -0.05570
343, 0.4898, -0.03370
344, 0.5029, -0.02060
345, 0.5072, -0.01630
346, 0.4855, -0.03800
347, 0.4899, -0.03360
348, 0.5460, 0.02250
349, 0.4928, -0.03070
350, 0.5286, 0.005100
351, 0.4957, -0.02780
352, 0.5256, 0.002100
353, 0.5411, 0.01760
354, 0.5706, 0.04710
355, 0.5211, -0.002400
356, 0.5449, 0.02140
357, 0.5070, -0.01650
358, 0.5140, -0.009500
359, 0.5682, 0.04470
360, 0.4611, -0.06240
361, 0.5263, 0.002800
362, 0.5497, 0.02620
363, 0.5289, 0.005400
364, 0.4725, -0.05100
365, 0.5068, -0.01670
366, 0.5191, -0.004400
367, 0.5613, 0.03780
368, 0.5082, -0.01530
369, 0.5257, 0.002200
370, 0.5162, -0.007300
371, 0.5526, 0.02910
372, 0.5323, 0.008800
373, 0.5523, 0.02880
374, 0.5722, 0.04870
375, 0.5493, 0.02580
376, 0.4894, -0.03410
377, 0.5517, 0.02820
378, 0.5370, 0.01350
379, 0.5145, -0.009000
380, 0.5237, 0.0002000
381, 0.4934, -0.03010
382, 0.5157, -0.007800
383, 0.5483, 0.02480
384, 0.4974, -0.02610
385, 0.5688, 0.04530
386, 0.5207, -0.002800
387, 0.5271, 0.003600
388, 0.4691, -0.05440
389, 0.4756, -0.04790
390, 0.5154, -0.008100
391, 0.5217, -0.001800
392, 0.5408, 0.01730
393, 0.5038, -0.01970
394, 0.4949, -0.02860
395, 0.5570, 0.03350
396, 0.5076, -0.01590
397, 0.5139, -0.009600
398, 0.5477, 0.02420
399, 0.5213, -0.002200
400, 0.52, -0.003500
401, 0.5037, -0.01980
402, 0.4950, -0.02850
403, 0.5112, -0.01230
404, 0.5446, 0.02110
405, 0.5457, 0.02220
406, 0.5123, -0.01120
407, 0.5381, 0.01460
408, 0.4902, -0.03330
409, 0.5428, 0.01930
410, 0.4951, -0.02840
411, 0.5547, 0.03120
412, 0.5, -0.02350
413, 0.4818, -0.04170
414, 0.4952, -0.02830
415, 0.5036, -0.01990
416, 0.5385, 0.01500
417, 0.5420, 0.01850
418, 0.5120, -0.01150
419, 0.4964, -0.02710
420, 0.5476, 0.02410
421, 0.5439, 0.02040
422, 0.4905, -0.03300
423, 0.5414, 0.01790
424, 0.5236, 0.0001000
425, 0.5176, -0.005900
426, 0.5141, -0.009400
427, 0.5082, -0.01530
428, 0.5164, -0.007100
429, 0.5245, 0.001000
430, 0.5209, -0.002600
431, 0.5104, -0.01310
432, 0.5579, 0.03440
433, 0.5242, 0.0007000
434, 0.5276, 0.004100
435, 0.5425, 0.01900
436, 0.5550, 0.03150
437, 0.5561, 0.03260
438, 0.5388, 0.01530
439, 0.5376, 0.01410
440, 0.5136, -0.009900
441, 0.5193, -0.004200
442, 0.4932, -0.03030
443, 0.5327, 0.009200
444, 0.5338, 0.01030
445, 0.5348, 0.01130
446, 0.5605, 0.03700
447, 0.5190, -0.004500
448, 0.4799, -0.04360
449, 0.5301, 0.006600
450, 0.5022, -0.02130
451, 0.5078, -0.01570
452, 0.5642, 0.04070
453, 0.5210, -0.002500
454, 0.5441, 0.02060
455, 0.5473, 0.02380
456, 0.5526, 0.02910
457, 0.5427, 0.01920
458, 0.5240, 0.0005000
459, 0.5207, -0.002800
460, 0.5065, -0.01700
461, 0.5510, 0.02750
462, 0.4827, -0.04080
463, 0.5313, 0.007800
464, 0.5129, -0.01060
465, 0.4796, -0.04390
466, 0.5129, -0.01060
467, 0.5760, 0.05250
468, 0.4957, -0.02780
469, 0.5373, 0.01380
470, 0.5234, -0.0001000
471, 0.5520, 0.02850
472, 0.5127, -0.01080
473, 0.5666, 0.04310
474, 0.5295, 0.006000
475, 0.4884, -0.03510
476, 0.5021, -0.02140
477, 0.5367, 0.01320
478, 0.5021, -0.02140
479, 0.5240, 0.0005000
480, 0.5312, 0.007700
481, 0.5031, -0.02040
482, 0.4959, -0.02760
483, 0.5424, 0.01890
484, 0.5310, 0.007500
485, 0.5052, -0.01830
486, 0.4918, -0.03170
487, 0.5175, -0.006000
488, 0.5635, 0.04000
489, 0.4888, -0.03470
490, 0.5551, 0.03160
491, 0.5071, -0.01640
492, 0.5305, 0.007000
493, 0.5740, 0.05050
494, 0.5466, 0.02310
495, 0.4869, -0.03660
496, 0.5060, -0.01750
497, 0.4889, -0.03460
498, 0.5221, -0.001400
499, 0.5251, 0.001600
500, 0.52, -0.003500
501, 0.5150, -0.008500
502, 0.5219, -0.001600
503, 0.5209, -0.002600
504, 0.5238, 0.0003000
505, 0.5208, -0.002700
506, 0.5316, 0.008100
507, 0.5306, 0.007100
508, 0.5059, -0.01760
509, 0.4990, -0.02450
510, 0.5392, 0.01570
511, 0.5127, -0.01080
512, 0.5176, -0.005900
513, 0.5127, -0.01080
514, 0.5058, -0.01770
515, 0.5495, 0.02600
516, 0.5678, 0.04430
517, 0.5164, -0.007100
518, 0.5251, 0.001600
519, 0.5067, -0.01680
520, 0.5019, -0.02160
521, 0.5317, 0.008200
522, 0.5153, -0.008200
523, 0.5239, 0.0004000
524, 0.5267, 0.003200
525, 0.5276, 0.004100
526, 0.5266, 0.003100
527, 0.5389, 0.01540
528, 0.4962, -0.02730
529, 0.5198, -0.003700
530, 0.5226, -0.0009000
531, 0.5047, -0.01880
532, 0.5376, 0.01410
533, 0.5328, 0.009300
534, 0.5, -0.02350
535, 0.5065, -0.01700
536, 0.5299, 0.006400
537, 0.4842, -0.03930
538, 0.5335, 0.01000
539, 0.5288, 0.005300
540, 0.5537, 0.03020
541, 0.5194, -0.004100
542, 0.5517, 0.02820
543, 0.5212, -0.002300
544, 0.5202, -0.003300
545, 0.4807, -0.04280
546, 0.5366, 0.01310
547, 0.4936, -0.02990
548, 0.5237, 0.0002000
549, 0.4954, -0.02810
550, 0.5273, 0.003800
551, 0.5390, 0.01550
552, 0.4964, -0.02710
553, 0.5335, 0.01000
554, 0.4928, -0.03070
555, 0.5820, 0.05850
556, 0.5306, 0.007100
557, 0.5117, -0.01180
558, 0.5036, -0.01990
559, 0.5331, 0.009600
560, 0.4875, -0.03600
561, 0.5348, 0.01130
562, 0.4893, -0.03420
563, 0.4778, -0.04570
564, 0.5213, -0.002200
565, 0.5221, -0.001400
566, 0.5601, 0.03660
567, 0.4797, -0.04380
568, 0.4930, -0.03050
569, 0.5202, -0.003300
570, 0.5491, 0.02560
571, 0.5464, 0.02290
572, 0.5210, -0.002500
573, 0.5305, 0.007000
574, 0.5157, -0.007800
575, 0.5409, 0.01740
576, 0.5104, -0.01310
577, 0.5217, -0.001800
578, 0.4931, -0.03040
579, 0.4784, -0.04510
580, 0.5655, 0.04200
581, 0.5232, -0.0003000
582, 0.5601, 0.03660
583, 0.5094, -0.01410
584, 0.4949, -0.02860
585, 0.4752, -0.04830
586, 0.5154, -0.008100
587, 0.5690, 0.04550
588, 0.4932, -0.03030
589, 0.4907, -0.03280
590, 0.5136, -0.009900
591, 0.5279, 0.004400
592, 0.5169, -0.006600
593, 0.5447, 0.02120
594, 0.5101, -0.01340
595, 0.5294, 0.005900
596, 0.5285, 0.005000
597, 0.4992, -0.02430
598, 0.5435, 0.02000
599, 0.5326, 0.009100
600, 0.5017, -0.02180
601, 0.5058, -0.01770
602, 0.5, -0.02350
603, 0.5224, -0.001100
604, 0.5199, -0.003600
605, 0.5223, -0.001200
606, 0.5215, -0.002000
607, 0.5239, 0.0004000
608, 0.5493, 0.02580
609, 0.4696, -0.05390
610, 0.5197, -0.003800
611, 0.5205, -0.003000
612, 0.4951, -0.02840
613, 0.5432, 0.01970
614, 0.5489, 0.02540
615, 0.5252, 0.001700
616, 0.5341, 0.01060
617, 0.5365, 0.01300
618, 0.5291, 0.005600
619, 0.5299, 0.006400
620, 0.4952, -0.02830
621, 0.4960, -0.02750
622, 0.4968, -0.02670
623, 0.5072, -0.01630
624, 0.5224, -0.001100
625, 0.496, -0.02750
626, 0.5208, -0.002700
627, 0.5247, 0.001200
628, 0.5175, -0.006000
629, 0.5469, 0.02340
630, 0.5095, -0.01400
631, 0.5309, 0.007400
632, 0.5364, 0.01290
633, 0.5292, 0.005700
634, 0.5174, -0.006100
635, 0.5008, -0.02270
636, 0.5267, 0.003200
637, 0.5102, -0.01330
638, 0.5125, -0.01100
639, 0.5164, -0.007100
640, 0.5156, -0.007900
641, 0.5398, 0.01630
642, 0.5047, -0.01880
643, 0.5303, 0.006800
644, 0.5078, -0.01570
645, 0.5194, -0.004100
646, 0.5557, 0.03220
647, 0.5286, 0.005100
648, 0.5185, -0.005000
649, 0.4777, -0.04580
650, 0.54, 0.01650
651, 0.5269, 0.003400
652, 0.5077, -0.01580
653, 0.5130, -0.01050
654, 0.4985, -0.02500
655, 0.5267, 0.003200
656, 0.5076, -0.01590
657, 0.5784, 0.05490
658, 0.5289, 0.005400
659, 0.5083, -0.01520
660, 0.5273, 0.003800
661, 0.4947, -0.02880
662, 0.5740, 0.05050
663, 0.5038, -0.01970
664, 0.5452, 0.02170
665, 0.5278, 0.004300
666, 0.5120, -0.01150
667, 0.5277, 0.004200
668, 0.5225, -0.001000
669, 0.5127, -0.01080
670, 0.5552, 0.03170
671, 0.5231, -0.0004000
672, 0.5402, 0.01670
673, 0.5305, 0.007000
674, 0.5148, -0.008700
675, 0.5096, -0.01390
676, 0.5044, -0.01910
677, 0.5244, 0.0009000
678, 0.5044, -0.01910
679, 0.5390, 0.01550
680, 0.5191, -0.004400
681, 0.5242, 0.0007000
682, 0.5337, 0.01020
683, 0.5432, 0.01970
684, 0.4985, -0.02500
685, 0.5226, -0.0009000
686, 0.5335, 0.01000
687, 0.5051, -0.01840
688, 0.5436, 0.02010
689, 0.5196, -0.003900
690, 0.5203, -0.003200
691, 0.5080, -0.01550
692, 0.5347, 0.01120
693, 0.5426, 0.01910
694, 0.5432, 0.01970
695, 0.5453, 0.02180
696, 0.5187, -0.004800
697, 0.5423, 0.01880
698, 0.5516, 0.02810
699, 0.5150, -0.008500
700, 0.5443, 0.02080
701, 0.5364, 0.01290
702, 0.5413, 0.01780
703, 0.4993, -0.02420
704, 0.5327, 0.009200
705, 0.5106, -0.01290
706, 0.5212, -0.002300
707, 0.5021, -0.02140
708, 0.5056, -0.01790
709, 0.5303, 0.006800
710, 0.5352, 0.01170
711, 0.5246, 0.001100
712, 0.5618, 0.03830
713, 0.5133, -0.01020
714, 0.4972, -0.02630
715, 0.4909, -0.03260
716, 0.5168, -0.006700
717, 0.5272, 0.003700
718, 0.5265, 0.003000
719, 0.5452, 0.02170
720, 0.4972, -0.02630
721, 0.5284, 0.004900
722, 0.4931, -0.03040
723, 0.5187, -0.004800
724, 0.5124, -0.01110
725, 0.5103, -0.01320
726, 0.5372, 0.01370
727, 0.4897, -0.03380
728, 0.5206, -0.002900
729, 0.5652, 0.04170
730, 0.4959, -0.02760
731, 0.4952, -0.02830
732, 0.5273, 0.003800
733, 0.5225, -0.001000
734, 0.5313, 0.007800
735, 0.5293, 0.005800
736, 0.5312, 0.007700
737, 0.5007, -0.02280
738, 0.5271, 0.003600
739, 0.4966, -0.02690
740, 0.5243, 0.0008000
741, 0.5371, 0.01360
742, 0.5162, -0.007300
743, 0.5195, -0.004000
744, 0.5067, -0.01680
745, 0.4765, -0.04700
746, 0.5295, 0.006000
747, 0.4967, -0.02680
748, 0.5321, 0.008600
749, 0.5113, -0.01220
750, 0.524, 0.0005000
751, 0.5300, 0.006500
752, 0.5293, 0.005800
753, 0.5232, -0.0003000
754, 0.5066, -0.01690
755, 0.4993, -0.02420
756, 0.5423, 0.01880
757, 0.5403, 0.01680
758, 0.5185, -0.005000
759, 0.5428, 0.01930
760, 0.5355, 0.01200
761, 0.5243, 0.0008000
762, 0.5144, -0.009100
763, 0.5321, 0.008600
764, 0.5537, 0.03020
765, 0.5268, 0.003300
766, 0.5431, 0.01960
767, 0.5150, -0.008500
768, 0.5495, 0.02600
769, 0.5358, 0.01230
770, 0.5078, -0.01570
771, 0.5227, -0.0008000
772, 0.5078, -0.01570
773, 0.5071, -0.01640
774, 0.5568, 0.03330
775, 0.5355, 0.01200
776, 0.5309, 0.007400
777, 0.4968, -0.02670
778, 0.5167, -0.006800
779, 0.5263, 0.002800
780, 0.5436, 0.02010
781, 0.5262, 0.002700
782, 0.5588, 0.03530
783, 0.5262, 0.002700
784, 0.5395, 0.01600
785, 0.5325, 0.009000
786, 0.5687, 0.04520
787, 0.5349, 0.01140
788, 0.5495, 0.02600
789, 0.5260, 0.002500
790, 0.5190, -0.004500
791, 0.5044, -0.01910
792, 0.5101, -0.01340
793, 0.5145, -0.009000
794, 0.5390, 0.01550
795, 0.5358, 0.01230
796, 0.4849, -0.03860
797, 0.5420, 0.01850
798, 0.5251, 0.001600
799, 0.5332, 0.009700
800, 0.49, -0.03350
801, 0.5318, 0.008300
802, 0.5212, -0.002300
803, 0.5280, 0.004500
804, 0.5348, 0.01130
805, 0.4981, -0.02540
806, 0.5136, -0.009900
807, 0.5217, -0.001800
808, 0.5087, -0.01480
809, 0.5229, -0.0006000
810, 0.5198, -0.003700
811, 0.5314, 0.007900
812, 0.4877, -0.03580
813, 0.5301, 0.006600
814, 0.5246, 0.001100
815, 0.5202, -0.003300
816, 0.5282, 0.004700
817, 0.5006, -0.02290
818, 0.5159, -0.007600
819, 0.5214, -0.002100
820, 0.5317, 0.008200
821, 0.4799, -0.04360
822, 0.5170, -0.006500
823, 0.4860, -0.03750
824, 0.5279, 0.004400
825, 0.5006, -0.02290
826, 0.4927, -0.03080
827, 0.5091, -0.01440
828, 0.5362, 0.01270
829, 0.5115, -0.01200
830, 0.5024, -0.02110
831, 0.4898, -0.03370
832, 0.5397, 0.01620
833, 0.5042, -0.01930
834, 0.5228, -0.0007000
835, 0.5305, 0.007000
836, 0.5323, 0.008800
837, 0.5496, 0.02610
838, 0.5107, -0.01280
839, 0.5423, 0.01880
840, 0.5143, -0.009200
841, 0.5101, -0.01340
842, 0.5, -0.02350
843, 0.5136, -0.009900
844, 0.5071, -0.01640
845, 0.5278, 0.004300
846, 0.5177, -0.005800
847, 0.5207, -0.002800
848, 0.5354, 0.01190
849, 0.5241, 0.0006000
850, 0.54, 0.01650
851, 0.5112, -0.01230
852, 0.5493, 0.02580
853, 0.4936, -0.02990
854, 0.5164, -0.007100
855, 0.5392, 0.01570
856, 0.5199, -0.003600
857, 0.5449, 0.02140
858, 0.5093, -0.01420
859, 0.5192, -0.004300
860, 0.5174, -0.006100
861, 0.5134, -0.01010
862, 0.5081, -0.01540
863, 0.5295, 0.006000
864, 0.5324, 0.008900
865, 0.4913, -0.03220
866, 0.5208, -0.002700
867, 0.5260, 0.002500
868, 0.5150, -0.008500
869, 0.5282, 0.004700
870, 0.5437, 0.02020
871, 0.5396, 0.01610
872, 0.5057, -0.01780
873, 0.4983, -0.02520
874, 0.5229, -0.0006000
875, 0.5463, 0.02280
876, 0.5171, -0.006400
877, 0.5188, -0.004700
878, 0.5387, 0.01520
879, 0.4949, -0.02860
880, 0.5148, -0.008700
881, 0.5278, 0.004300
882, 0.5193, -0.004200
883, 0.5176, -0.005900
884, 0.5328, 0.009300
885, 0.5040, -0.01950
886, 0.5260, 0.002500
887, 0.5254, 0.001900
888, 0.5372, 0.01370
889, 0.5096, -0.01390
890, 0.5169, -0.006600
891, 0.5196, -0.003900
892, 0.5684, 0.04490
893, 0.5218, -0.001700
894, 0.5213, -0.002200
895, 0.5441, 0.02060
896, 0.5045, -0.01900
897, 0.5039, -0.01960
898, 0.4955, -0.02800
899, 0.5128, -0.01070
900, 0.4967, -0.02680
901, 0.5372, 0.01370
902, 0.5477, 0.02420
903, 0.5194, -0.004100
904, 0.4989, -0.02460
905, 0.5392, 0.01570
906, 0.5044, -0.01910
907, 0.5215, -0.002000
908, 0.5275, 0.004000
909, 0.5226, -0.0009000
910, 0.5176, -0.005900
911, 0.5104, -0.01310
912, 0.5406, 0.01710
913, 0.5104, -0.01310
914, 0.4934, -0.03010
915, 0.5016, -0.02190
916, 0.5382, 0.01470
917, 0.5202, -0.003300
918, 0.5316, 0.008100
919, 0.5201, -0.003400
920, 0.5130, -0.01050
921, 0.5103, -0.01320
922, 0.5098, -0.01370
923, 0.5265, 0.003000
924, 0.5325, 0.009000
925, 0.5449, 0.02140
926, 0.5216, -0.001900
927, 0.5189, -0.004600
928, 0.5302, 0.006700
929, 0.5016, -0.02190
930, 0.5419, 0.01840
931, 0.4855, -0.03800
932, 0.5279, 0.004400
933, 0.5606, 0.03710
934, 0.5182, -0.005300
935, 0.5037, -0.01980
936, 0.5278, 0.004300
937, 0.5155, -0.008000
938, 0.5352, 0.01170
939, 0.5112, -0.01230
940, 0.5202, -0.003300
941, 0.5324, 0.008900
942, 0.5149, -0.008600
943, 0.5567, 0.03320
944, 0.5159, -0.007600
945, 0.5513, 0.02780
946, 0.5180, -0.005500
947, 0.5005, -0.02300
948, 0.5222, -0.001300
949, 0.5479, 0.02440
950, 0.5253, 0.001800
951, 0.5079, -0.01560
952, 0.5462, 0.02270
953, 0.5320, 0.008500
954, 0.5294, 0.005900
955, 0.5675, 0.04400
956, 0.5105, -0.01300
957, 0.5214, -0.002100
958, 0.5021, -0.02140
959, 0.5109, -0.01260
960, 0.5135, -0.01000
961, 0.5036, -0.01990
962, 0.5135, -0.01000
963, 0.5504, 0.02690
964, 0.4979, -0.02560
965, 0.5233, -0.0002000
966, 0.5321, 0.008600
967, 0.5522, 0.02870
968, 0.5548, 0.03130
969, 0.5067, -0.01680
970, 0.5309, 0.007400
971, 0.5046, -0.01890
972, 0.5175, -0.006000
973, 0.5334, 0.009900
974, 0.5072, -0.01630
975, 0.5108, -0.01270
976, 0.5215, -0.002000
977, 0.5036, -0.01990
978, 0.5297, 0.006200
979, 0.5475, 0.02400
980, 0.5071, -0.01640
981, 0.5066, -0.01690
982, 0.5214, -0.002100
983, 0.5432, 0.01970
984, 0.5285, 0.005000
985, 0.5320, 0.008500
986, 0.5314, 0.007900
987, 0.5198, -0.003700
988, 0.4777, -0.04580
989, 0.5238, 0.0003000
990, 0.5222, -0.001300
991, 0.5530, 0.02950
992, 0.5403, 0.01680
993, 0.5227, -0.0008000
994, 0.5493, 0.02580
995, 0.5286, 0.005100
996, 0.5261, 0.002600
997, 0.4955, -0.02800
998, 0.5371, 0.01360
