points, %, error
11, 0.2727272727272727, -0.2472727272727273
12, 0.4166666666666667, -0.10333333333333333
13, 0.6923076923076923, 0.17230769230769227
14, 0.5714285714285714, 0.05142857142857138
15, 0.6, 0.07999999999999996
16, 0.375, -0.14500000000000002
17, 0.5882352941176471, 0.06823529411764706
18, 0.5555555555555556, 0.03555555555555556
19, 0.47368421052631576, -0.046315789473684255
20, 0.4, -0.12
21, 0.5238095238095238, 0.003809523809523818
22, 0.7272727272727273, 0.20727272727272728
23, 0.782608695652174, 0.26260869565217393
24, 0.5833333333333334, 0.06333333333333335
25, 0.48, -0.040000000000000036
26, 0.46153846153846156, -0.058461538461538454
27, 0.48148148148148145, -0.03851851851851856
28, 0.35714285714285715, -0.16285714285714287
29, 0.4482758620689655, -0.07172413793103449
30, 0.5333333333333333, 0.013333333333333308
31, 0.45161290322580644, -0.06838709677419358
32, 0.59375, 0.07374999999999998
33, 0.5151515151515151, -0.00484848484848488
34, 0.5294117647058824, 0.009411764705882342
35, 0.5142857142857142, -0.005714285714285783
36, 0.3055555555555556, -0.21444444444444444
37, 0.5135135135135135, -0.006486486486486531
38, 0.5789473684210527, 0.05894736842105264
39, 0.5128205128205128, -0.007179487179487243
40, 0.375, -0.14500000000000002
41, 0.5609756097560976, 0.0409756097560976
42, 0.47619047619047616, -0.043809523809523854
43, 0.5348837209302325, 0.014883720930232491
44, 0.5681818181818182, 0.048181818181818215
45, 0.7111111111111111, 0.19111111111111112
46, 0.34782608695652173, -0.1721739130434783
47, 0.5106382978723404, -0.009361702127659632
48, 0.4166666666666667, -0.10333333333333333
49, 0.6530612244897959, 0.13306122448979585
50, 0.58, 0.05999999999999994
51, 0.45098039215686275, -0.06901960784313727
52, 0.5, -0.020000000000000018
53, 0.5283018867924528, 0.008301886792452806
54, 0.5740740740740741, 0.05407407407407405
55, 0.4727272727272727, -0.0472727272727273
56, 0.4642857142857143, -0.055714285714285716
57, 0.5789473684210527, 0.05894736842105264
58, 0.5, -0.020000000000000018
59, 0.5423728813559322, 0.022372881355932184
60, 0.6, 0.07999999999999996
61, 0.5409836065573771, 0.020983606557377077
62, 0.5, -0.020000000000000018
63, 0.4603174603174603, -0.059682539682539726
64, 0.546875, 0.026874999999999982
65, 0.4461538461538462, -0.07384615384615384
66, 0.5, -0.020000000000000018
67, 0.5223880597014925, 0.002388059701492473
68, 0.39705882352941174, -0.12294117647058828
69, 0.5072463768115942, -0.012753623188405783
70, 0.44285714285714284, -0.07714285714285718
71, 0.4084507042253521, -0.1115492957746479
72, 0.4166666666666667, -0.10333333333333333
73, 0.5068493150684932, -0.01315068493150684
74, 0.44594594594594594, -0.07405405405405407
75, 0.4666666666666667, -0.053333333333333344
76, 0.5131578947368421, -0.006842105263157872
77, 0.5584415584415584, 0.03844155844155839
78, 0.5897435897435898, 0.06974358974358974
79, 0.4810126582278481, -0.03898734177215191
80, 0.5, -0.020000000000000018
81, 0.48148148148148145, -0.03851851851851856
82, 0.5609756097560976, 0.0409756097560976
83, 0.5060240963855421, -0.013975903614457885
84, 0.4880952380952381, -0.031904761904761936
85, 0.5764705882352941, 0.05647058823529405
86, 0.45348837209302323, -0.06651162790697679
87, 0.45977011494252873, -0.06022988505747129
88, 0.5454545454545454, 0.025454545454545396
89, 0.5280898876404494, 0.008089887640449378
90, 0.43333333333333335, -0.08666666666666667
91, 0.42857142857142855, -0.09142857142857147
92, 0.4891304347826087, -0.030869565217391315
93, 0.45161290322580644, -0.06838709677419358
94, 0.5212765957446809, 0.001276595744680864
95, 0.4631578947368421, -0.056842105263157916
96, 0.5520833333333334, 0.03208333333333335
97, 0.5051546391752577, -0.014845360824742304
98, 0.45918367346938777, -0.06081632653061225
99, 0.5151515151515151, -0.00484848484848488
100, 0.49, -0.030000000000000027
101, 0.5841584158415841, 0.0641584158415841
102, 0.5, -0.020000000000000018
103, 0.5436893203883495, 0.023689320388349477
104, 0.5384615384615384, 0.018461538461538418
105, 0.6095238095238096, 0.08952380952380956
106, 0.4716981132075472, -0.04830188679245284
107, 0.5233644859813084, 0.0033644859813083405
108, 0.48148148148148145, -0.03851851851851856
109, 0.5871559633027523, 0.06715596330275231
110, 0.5454545454545454, 0.025454545454545396
111, 0.4864864864864865, -0.033513513513513504
112, 0.5625, 0.04249999999999998
113, 0.5309734513274337, 0.010973451327433659
114, 0.6140350877192983, 0.09403508771929825
115, 0.5478260869565217, 0.027826086956521667
116, 0.49137931034482757, -0.02862068965517245
117, 0.5811965811965812, 0.06119658119658122
118, 0.5169491525423728, -0.0030508474576271816
119, 0.5714285714285714, 0.05142857142857138
120, 0.5083333333333333, -0.011666666666666714
121, 0.4793388429752066, -0.04066115702479339
122, 0.5327868852459017, 0.012786885245901658
123, 0.4878048780487805, -0.03219512195121954
124, 0.5241935483870968, 0.004193548387096735
125, 0.48, -0.040000000000000036
126, 0.5396825396825397, 0.019682539682539635
127, 0.5039370078740157, -0.016062992125984277
128, 0.546875, 0.026874999999999982
129, 0.4728682170542636, -0.047131782945736445
130, 0.676923076923077, 0.15692307692307694
131, 0.46564885496183206, -0.05435114503816796
132, 0.4696969696969697, -0.050303030303030294
133, 0.556390977443609, 0.036390977443608974
134, 0.48507462686567165, -0.034925373134328364
135, 0.5777777777777777, 0.057777777777777706
136, 0.5294117647058824, 0.009411764705882342
137, 0.5328467153284672, 0.012846715328467151
138, 0.427536231884058, -0.09246376811594204
139, 0.49640287769784175, -0.02359712230215827
140, 0.5, -0.020000000000000018
141, 0.48936170212765956, -0.03063829787234046
142, 0.5704225352112676, 0.050422535211267605
143, 0.5804195804195804, 0.0604195804195804
144, 0.5486111111111112, 0.028611111111111143
145, 0.4413793103448276, -0.07862068965517244
146, 0.4931506849315068, -0.026849315068493196
147, 0.6190476190476191, 0.09904761904761905
148, 0.5337837837837838, 0.013783783783783754
149, 0.5503355704697986, 0.030335570469798623
150, 0.5466666666666666, 0.026666666666666616
151, 0.5231788079470199, 0.003178807947019857
152, 0.5394736842105263, 0.01947368421052631
153, 0.5359477124183006, 0.01594771241830062
154, 0.5714285714285714, 0.05142857142857138
155, 0.5161290322580645, -0.003870967741935516
156, 0.5, -0.020000000000000018
157, 0.5668789808917197, 0.04687898089171971
158, 0.5569620253164557, 0.03696202531645565
159, 0.5345911949685535, 0.014591194968553434
160, 0.5, -0.020000000000000018
161, 0.5031055900621118, -0.016894409937888266
162, 0.42592592592592593, -0.09407407407407409
163, 0.5276073619631901, 0.007607361963190118
164, 0.5182926829268293, -0.0017073170731707332
165, 0.5393939393939394, 0.019393939393939408
